De ref,school name,address 1,town,postcode,school type,management type,constituency,council,rural     ,total enrolment,male,female,fsme,free school meals,Protestant,% Protestant,Catholic,% Catholic,Other Christian / non-Christian / no religion / unknown,% Other Christian / non-Christian / no religion / unknown
4011699,Moneyrea Primary School,36 CHURCH ROAD,NEWTOWNARDS,BT236BB,Primary,Controlled,STRANGFORD,LISBURN AND CASTLEREAGH,Rural,209,105,104,18,8.60%,144,68.9,*,*,#,#
4013013,Belvoir Park Primary School,BELVOIR DRIVE,BELFAST,BT87DL,Primary,Controlled,BELFAST SOUTH,BELFAST,Urban,296,162,134,121,40.90%,181,61.1,19,6.4,96,32.4
4013023,Bloomfield Primary School,BLOOMFIELD ROAD SOUTH,BANGOR,BT197PN,Primary,Controlled,NORTH DOWN,ARDS AND NORTH DOWN,Urban,447,225,222,225,50.30%,133,29.8,*,*,#,#
4013024,Cairnshill Primary School,6A CAIRNSHILL DRIVE,BELFAST,BT86RT,Primary,Controlled,BELFAST SOUTH,LISBURN AND CASTLEREAGH,Urban,544,255,289,70,12.90%,86,15.8,26,4.8,432,79.4
4013038,Tullycarnet Primary School,KINGS ROAD,BELFAST,BT57EH,Primary,Controlled,BELFAST EAST,BELFAST,Urban,46,20,26,33,71.70%,31,67.4,*,*,#,#
4013043,Lead Hill Primary School,CASAELDONA PARK,BELFAST,BT69RD,Primary,Controlled,BELFAST EAST,BELFAST,Urban,140,76,64,22,15.70%,70,50,5,3.6,65,46.4
4013044,Carryduff Primary School,KILLYNURE ROAD,BELFAST,BT88EE,Primary,Controlled,BELFAST SOUTH,LISBURN AND CASTLEREAGH,Urban,203,116,87,46,22.70%,144,70.9,11,5.4,48,23.6
4013045,Grange Park Primary School,GRANGE PARK,BANGOR,BT203QG,Primary,Controlled,NORTH DOWN,ARDS AND NORTH DOWN,Urban,410,212,198,53,12.90%,195,47.6,21,5.1,194,47.3
4013046,Alexander Dickson Primary School,COMBER ROAD,NEWTOWNARDS,BT235TN,Primary,Controlled,STRANGFORD,ARDS AND NORTH DOWN,Rural,85,45,40,24,28.20%,65,76.5,*,*,#,#
4013305,"Harmony Hill Primary School, Lisburn",50 HARMONY HILL,LISBURN,BT274ES,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban,632,333,299,77,12.20%,352,55.7,44,7,236,37.3
4013334,Knockmore Primary School,HERTFORD CRESCENT,LISBURN,BT281SA,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban,192,117,75,101,52.60%,86,44.8,36,18.8,70,36.5
4016002,Kilcooley Primary School,GANAWAY AVENUE,BANGOR,BT191QS,Primary,Controlled,NORTH DOWN,ARDS AND NORTH DOWN,Urban,178,82,96,130,73.00%,73,41,0,0,105,59
4016004,Londonderry Primary School,2A GLENBROOK ROAD,NEWTOWNARDS,BT234EY,Primary,Controlled,STRANGFORD,ARDS AND NORTH DOWN,Urban,396,195,201,115,29.00%,258,65.2,9,2.3,129,32.6
4016020,Carrowdore Primary School,CASTLE PLACE,CARROWDORE,BT222JJ,Primary,Controlled,STRANGFORD,ARDS AND NORTH DOWN,Rural,176,79,97,42,23.90%,117,66.5,*,*,#,#
4016067,Rathmore Primary School,RATHMORE ROAD,BANGOR,BT191DJ,Primary,Controlled,NORTH DOWN,ARDS AND NORTH DOWN,Urban,639,328,311,90,14.10%,362,56.7,19,3,258,40.4
4016083,West Winds Primary School,SUNDERLAND PARK,NEWTOWNARDS,BT234RQ,Primary,Controlled,STRANGFORD,ARDS AND NORTH DOWN,Urban,186,94,92,145,78.00%,115,61.8,*,*,#,#
4016104,Moira Primary School,21 BACKWOOD ROAD,MOIRA,BT670LJ,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Rural,406,199,207,35,8.60%,254,62.6,55,13.5,97,23.9
4016111,Towerview Primary School,100 TOWERVIEW CRESCENT,BANGOR,BT196AZ,Primary,Controlled,NORTH DOWN,ARDS AND NORTH DOWN,Urban,430,224,206,57,13.30%,236,54.9,12,2.8,182,42.3
4016123,Spa Primary School,59 BALLYMAGLAVE ROAD,BALLYNAHINCH,BT248QB,Primary,Controlled,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,186,90,96,22,11.80%,139,74.7,7,3.8,40,21.5
4016126,Andrews Memorial Primary School,4 BALLYGOWAN ROAD,NEWTOWNARDS,BT235PG,Primary,Controlled,STRANGFORD,ARDS AND NORTH DOWN,Urban,334,172,162,32,9.60%,219,65.6,*,*,#,#
4016144,Old Warren Primary School,147 DRUMBEG DRIVE,LISBURN,BT281QP,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban,159,79,80,92,57.90%,115,72.3,6,3.8,38,23.9
4016145,"Killowen Primary School, Lisburn",20 LAURELHILL ROAD,LISBURN,BT282UH,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban,464,236,228,128,27.60%,262,56.5,19,4.1,183,39.4
4016192,Kilmaine Primary School,6 LYNDALE DRIVE,BANGOR,BT196EF,Primary,Controlled,NORTH DOWN,ARDS AND NORTH DOWN,Urban,678,349,329,81,11.90%,284,41.9,13,1.9,381,56.2
4016201,Academy Primary School,194 LISTOODER ROAD,SAINTFIELD,BT247JA,Primary,Controlled,STRANGFORD,NEWRY MOURNE AND DOWN,Rural,447,203,244,55,12.30%,262,58.6,49,11,136,30.4
4016202,Ballinderry Primary School,1A CRUMLIN ROAD,LISBURN,BT282BF,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Rural,252,137,115,27,10.70%,167,66.3,21,8.3,64,25.4
4016235,Downpatrick Primary School,10 MOUNT CRESCENT,DOWNPATRICK,BT306AF,Primary,Controlled,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban,213,112,101,74,34.70%,65,30.5,74,34.7,74,34.7
4016396,Killinchy Primary School,MAIN STREET,NEWTOWNARDS,BT236PN,Primary,Controlled,STRANGFORD,ARDS AND NORTH DOWN,Rural,358,178,180,22,6.10%,224,62.6,19,5.3,115,32.1
4016399,Abbey Primary School,90 MOVILLA ROAD,NEWTOWNARDS,BT238RQ,Primary,Controlled,STRANGFORD,ARDS AND NORTH DOWN,Urban,598,313,285,163,27.30%,399,66.7,7,1.2,192,32.1
4016401,Pond Park Primary School,63 POND PARK ROAD,LISBURN,BT283BF,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban,621,326,295,122,19.60%,402,64.7,57,9.2,162,26.1
4016417,Maghaberry Primary School,17A MAGHABERRY ROAD,CRAIGAVON,BT670JE,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Rural,275,145,130,21,7.60%,186,67.6,9,3.3,80,29.1
4016430,Ballymagee Primary School,77 ASHBURY AVENUE,BANGOR,BT196ZG,Primary,Controlled,NORTH DOWN,ARDS AND NORTH DOWN,Urban,428,217,211,71,16.60%,301,70.3,19,4.4,108,25.2
4016441,Ballymacash Primary School,16 BROKERSTOWN ROAD,LISBURN,BT282EE,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban,435,224,211,118,27.10%,272,62.5,9,2.1,154,35.4
4016503,Brooklands Primary School,2A BROOKLANDS AVENUE,BELFAST,BT162PA,Primary,Controlled,BELFAST EAST,LISBURN AND CASTLEREAGH,Urban,556,302,254,211,37.90%,533,95.9,7,1.3,16,2.9
4016615,Riverdale Primary School,288 BALLYNAHINCH ROAD,LISBURN,BT275LX,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Rural,206,106,100,16,7.80%,159,77.2,7,3.4,40,19.4
4016636,Meadow Bridge Primary School,3 LANY ROAD,HILLSBOROUGH,BT266JR,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Rural,289,158,131,23,8.00%,220,76.1,10,3.5,59,20.4
4016649,"Downshire Primary School,Hillsborough",7 BALLYNAHINCH ROAD,HILLSBOROUGH,BT266AR,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Rural,649,345,304,30,4.60%,428,65.9,74,11.4,147,22.7
4016650,Cumran Primary School,17 THE SQUARE,DOWNPATRICK,BT308RB,Primary,Controlled,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,192,105,87,60,31.30%,138,71.9,20,10.4,34,17.7
4016681,Glasswater Primary School,6 JOHN STREET,DOWNPATRICK,BT309EG,Primary,Controlled,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,97,51,46,15,15.50%,52,53.6,14,14.4,31,32
4030573,Ballymacward Primary School,22 ROCK ROAD,LISBURN,BT283SU,Primary,Catholic Maintained,SOUTH ANTRIM,LISBURN AND CASTLEREAGH,Rural,66,36,30,26,39.40%,0,0,66,100,0,0
4030823,Ballymacrickett Primary School,41 SCROGGY ROAD,CRUMLIN,BT294NE,Primary,Catholic Maintained,SOUTH ANTRIM,LISBURN AND CASTLEREAGH,Rural,393,204,189,60,15.30%,*,*,385,98,#,#
4030897,"St Joseph's Primary School, Lisburn",42 CASTLE STREET,LISBURN,BT274XE,Primary,Catholic Maintained,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban,385,190,195,53,13.80%,*,*,359,93.2,#,#
4031231,"St Joseph's Primary School, Ballycruttle",45 BALLYCRUTTLE ROAD,DOWNPATRICK,BT307EL,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,53,23,30,16,30.20%,0,0,53,100,0,0
4031328,"Christ The King Primary School, Ballynahinch",9 DRUMSNADE ROAD,BALLYNAHINCH,BT248NG,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,112,57,55,40,35.70%,0,0,112,100,0,0
4031350,"St Malachy's Primary School, Kilclief",8 KILCLIEF ROAD,DOWNPATRICK,BT307PA,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,75,32,43,15,20.00%,0,0,70,93.3,5,6.7
4031485,St Caolan's Primary School,7 DARRAGH CROSS,BALLYNAHINCH,BT247EQ,Primary,Catholic Maintained,STRANGFORD,NEWRY MOURNE AND DOWN,Rural,67,32,35,9,13.40%,0,0,67,100,0,0
4031526,"St Patrick's Primary School, Saul",16 ST PATRICK'S ROAD,DOWNPATRICK,BT307JQ,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,183,91,92,24,13.10%,0,0,183,100,0,0
4031531,"St Francis' Primary School, Drumaroad",18 CHAPEL LANE,CASTLEWELLAN,BT319PQ,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,94,52,42,25,26.60%,0,0,94,100,0,0
4031550,"St Joseph's Primary School, Crossgar",4 BALLYNAHINCH ROAD,CROSSGAR,BT309HS,Primary,Catholic Maintained,STRANGFORD,NEWRY MOURNE AND DOWN,Rural,89,38,51,15,16.90%,0,0,88,98.9,1,1.1
4031628,"St Patrick's Primary School, Holywood",CHURCH VIEW,HOLYWOOD,BT189LN,Primary,Catholic Maintained,NORTH DOWN,ARDS AND NORTH DOWN,Urban,295,152,143,58,19.70%,22,7.5,223,75.6,50,16.9
4031660,"St Joseph's Primary School, Carryduff",8 KNOCKBRACKEN DRIVE,BELFAST,BT88EX,Primary,Catholic Maintained,BELFAST SOUTH,LISBURN AND CASTLEREAGH,Urban,483,244,239,25,5.20%,*,*,470,97.3,#,#
4031662,"St Mary's Primary School, Comber",KILLINCHY STREET,NEWTOWNARDS,BT235AP,Primary,Catholic Maintained,STRANGFORD,ARDS AND NORTH DOWN,Urban,71,37,34,11,15.50%,24,33.8,31,43.7,16,22.5
4031663,"St Joseph's Primary School, Carnacaville",25 CARNACAVILLE ROAD,NEWCASTLE,BT330JS,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,195,106,89,40,20.50%,*,*,#,#,0,0
4031665,"St Patrick's Primary School, Ballynahinch",38A MAIN STREET,BALLYNAHINCH,BT248DN,Primary,Catholic Maintained,STRANGFORD,NEWRY MOURNE AND DOWN,Urban,282,146,136,105,37.20%,10,3.5,249,88.3,23,8.2
4031671,"St Patrick's Primary School, Castlewellan",30 BURRENREAGH ROAD,CASTLEWELLAN,BT319HH,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,69,32,37,15,21.70%,0,0,66,95.7,3,4.3
4031672,"St Mary's Primary School, Saintfield",27 OLD GRAND JURY ROAD,SAINTFIELD,BT247JD,Primary,Catholic Maintained,STRANGFORD,NEWRY MOURNE AND DOWN,Rural,57,34,23,5,8.80%,0,0,57,100,0,0
4031673,"St Mary's Primary School, Ardglass",82 STRANGFORD ROAD,ARDGLASS,BT307SS,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,83,43,40,18,21.70%,0,0,83,100,0,0
4031676,"St Bernard's Primary School, Belfast",46 WYNCHURCH WALK,BELFAST,BT60JS,Primary,Catholic Maintained,BELFAST SOUTH,BELFAST,Urban,429,228,201,26,6.10%,*,*,415,96.7,#,#
4033002,"St Mary's Primary School, Aughlisnafin",5 AUGHLISNAFIN ROAD,CASTLEWELLAN,BT319JP,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,167,80,87,37,22.20%,0,0,165,98.8,2,1.2
4033005,"St Joseph's Primary School, Strangford",31 DOWNPATRICK ROAD,STRANGFORD,BT307LZ,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,56,37,19,8,14.30%,0,0,55,98.2,1,1.8
4033007,"St Macartan's Primary School, Downpatrick",44 LOUGHINISLAND ROAD,DOWNPATRICK,BT308PZ,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,197,101,96,25,12.70%,0,0,195,99,2,1
4033008,"St Anne's Primary School, Donaghadee",9 MILLISLE ROAD,DONAGHADEE,BT210HY,Primary,Catholic Maintained,NORTH DOWN,ARDS AND NORTH DOWN,Urban,43,23,20,20,46.50%,8,18.6,13,30.2,22,51.2
4033012,The Holy Family Primary School,1 DRUMNACONAGHER ROAD,DOWNPATRICK,BT309AN,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,199,97,102,35,17.60%,*,*,#,#,*,*
4033017,St Finian's Primary School,37-39 ANN STREET,NEWTOWNARDS,BT237AD,Primary,Catholic Maintained,STRANGFORD,ARDS AND NORTH DOWN,Urban,141,64,77,41,29.10%,11,7.8,103,73,27,19.1
4033028,"St Patrick's Primary School, Portaferry",10 BALLYGALGET ROAD,NEWTOWNARDS,BT221NE,Primary,Catholic Maintained,STRANGFORD,ARDS AND NORTH DOWN,Rural,115,57,58,11,9.60%,*,*,#,#,*,*
4033036,"St Mary's Primary School, Killyleagh",37 SLOANE CRESCENT,DOWNPATRICK,BT309RB,Primary,Catholic Maintained,STRANGFORD,NEWRY MOURNE AND DOWN,Rural,85,41,44,27,31.80%,*,*,71,83.5,#,#
4033037,"St Joseph's Primary School, Tyrella",24 TYRELLA ROAD,DOWNPATRICK,BT308DF,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,80,45,35,17,21.30%,5,6.3,74,92.5,1,1.3
4033040,"St Brigid's Primary School, Downpatrick",22 RATHKELTAIR ROAD,DOWNPATRICK,BT306NL,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban,278,124,154,101,36.30%,0,0,274,98.6,4,1.4
4033306,St Aloysius Primary School,7 BALLINDERRY ROAD,LISBURN,BT281TB,Primary,Catholic Maintained,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban,444,218,226,143,32.20%,6,1.4,399,89.9,39,8.8
4033307,"St Colman's Primary School, Lisburn",109 QUEENSWAY,LISBURN,BT274QS,Primary,Catholic Maintained,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban,395,210,185,58,14.70%,*,*,384,97.2,#,#
4036016,"St Joseph's Primary School, Killough",58-62 MAIN STREET,KILLOUGH,BT307QD,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,59,27,32,35,59.30%,*,*,54,91.5,*,*
4036036,"St Malachy's Primary School, Kilcoo",4 BALLYMONEY ROAD,NEWRY,BT345HU,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,173,96,77,40,23.10%,0,0,171,98.8,2,1.2
4036113,"St Nicholas' Primary School, Ardglass",21 DOWNPATRICK ROAD,ARDGLASS,BT307SF,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,123,62,61,72,58.50%,0,0,120,97.6,3,2.4
4036133,"Sacred Heart Primary School, Dundrum",27 MAIN STREET,NEWCASTLE,BT330LU,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,43,21,22,17,39.50%,0,0,38,88.4,5,11.6
4036146,"St Comgall's Primary School, Bangor",25 BRUNSWICK ROAD,BANGOR,BT203DS,Primary,Catholic Maintained,NORTH DOWN,ARDS AND NORTH DOWN,Urban,309,164,145,30,9.70%,*,*,284,91.9,#,#
4036148,"St Malachy's Primary School, Bangor",197 CLANDEBOYE ROAD,BANGOR,BT191AA,Primary,Catholic Maintained,NORTH DOWN,ARDS AND NORTH DOWN,Urban,430,220,210,128,29.80%,132,30.7,116,27,182,42.3
4036182,"St Colmcille's Primary School, Downpatrick",68A GLEBETOWN DRIVE,DOWNPATRICK,BT306PZ,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban,214,115,99,141,65.90%,0,0,208,97.2,6,2.8
4036285,The Good Shepherd Primary School,9 GOOD SHEPHERD ROAD,BELFAST,BT170PJ,Primary,Catholic Maintained,BELFAST WEST,BELFAST,Urban,311,167,144,230,74.00%,0,0,311,100,0,0
4036428,"St Mary's Primary School, Kircubbin",3 CHURCH GROVE,NEWTOWNARDS,BT222SU,Primary,Catholic Maintained,STRANGFORD,ARDS AND NORTH DOWN,Rural,154,78,76,23,14.90%,*,*,#,#,*,*
4036454,"St Malachy's Primary School, Castlewellan",33 LOWER SQUARE,CASTLEWELLAN,BT319DN,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,375,197,178,129,34.40%,*,*,#,#,*,*
4036455,"St Patrick's Primary School, Legamaddy",LEGAMADDY,DOWNPATRICK,BT308AR,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,151,75,76,44,29.10%,0,0,151,100,0,0
4036480,St Kieran's Primary School,9 BELL STEEL ROAD,BELFAST,BT170PB,Primary,Catholic Maintained,BELFAST WEST,BELFAST,Urban,407,207,200,328,80.60%,0,0,407,100,0,0
4036530,"St Mary's Primary School, Portaferry",58 WINDMILL HILL,NEWTOWNARDS,BT221RH,Primary,Catholic Maintained,STRANGFORD,ARDS AND NORTH DOWN,Rural,205,105,100,48,23.40%,*,*,198,96.6,#,#
4036591,Our Lady Queen of Peace Primary School,1 CHERRY ROAD,BELFAST,BT170RW,Primary,Catholic Maintained,BELFAST WEST,BELFAST,Urban,408,213,195,88,21.60%,0,0,408,100,0,0
4036618,Christ the Redeemer Primary School,LAGMORE DRIVE,BELFAST,BT170TG,Primary,Catholic Maintained,BELFAST WEST,BELFAST,Urban,679,327,352,330,48.60%,0,0,679,100,0,0
4036635,"St Mary's Primary School, Newcastle",BEECHFIELD PARK,NEWCASTLE,BT330BD,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban,412,208,204,157,38.10%,0,0,408,99,4,1
4036642,St Ita's Primary School,4 ALDERWOOD HILL,BELFAST,BT86YY,Primary,Catholic Maintained,BELFAST SOUTH,LISBURN AND CASTLEREAGH,Urban,661,330,331,28,4.20%,*,*,618,93.5,#,#
4036693,Our Lady and St Patrick Primary School,EDWARD STREET,DOWNPATRICK,BT306JD,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban,466,241,225,164,35.20%,*,*,457,98.1,#,#
4036702,Holy Evangelist Primary School,GLASVEY DRIVE,BELFAST,BT179PA,Primary,Catholic Maintained,BELFAST WEST,BELFAST,Urban,585,306,279,395,67.50%,0,0,583,99.7,2,0.3
4046600,Scoil na Fuiseoige,40 GARDENMORE ROAD,BELFAST,BT170DF,Primary,Other Maintained,BELFAST WEST,BELFAST,Urban,132,60,72,85,64.40%,0,0,132,100,0,0
4046648,Bunscoil Bheanna Boirche,27 BUNKER'S HILL,CASTLEWELLAN,BT319EB,Primary,Other Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,98,46,52,35,35.70%,0,0,95,96.9,3,3.1
4051569,Kircubbin Integrated Primary School,22 COOKS BRAE,NEWTOWNARDS,BT222SQ,Primary,Controlled Integrated,STRANGFORD,ARDS AND NORTH DOWN,Rural,204,110,94,87,42.60%,92,45.1,33,16.2,79,38.7
4051601,Portaferry Integrated Primary School,HIGH STREET,NEWTOWNARDS,BT221QU,Primary,Controlled Integrated,STRANGFORD,ARDS AND NORTH DOWN,Rural,63,26,37,29,46.00%,21,33.3,31,49.2,11,17.5
4051680,Bangor Central Integrated Primary School,6 CASTLE PARK ROAD,BANGOR,BT204TF,Primary,Controlled Integrated,NORTH DOWN,ARDS AND NORTH DOWN,Urban,607,299,308,200,32.90%,338,55.7,89,14.7,180,29.7
4053009,Annsborough Primary School,51 BALLYLOUGH ROAD,CASTLEWELLAN,BT319NN,Primary,Controlled Integrated,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,39,20,19,15,38.50%,5,12.8,31,79.5,3,7.7
4053020,Glencraig Integrated Primary School,34 SEAHILL ROAD,HOLYWOOD,BT180DJ,Primary,Controlled Integrated,NORTH DOWN,ARDS AND NORTH DOWN,Rural,215,109,106,6,2.80%,96,44.7,70,32.6,49,22.8
4053308,Fort Hill Integrated Primary School,LOW ROAD,LISBURN,BT274TJ,Primary,Controlled Integrated,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban,231,119,112,115,49.80%,150,64.9,44,19,37,16
4056541,All Childrens Integrated Primary School,3A KING STREET,NEWCASTLE,BT330HD,Primary,Controlled Integrated,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban,209,100,109,53,25.40%,34,16.3,116,55.5,59,28.2
4056709,Killyleagh Primary School,12 SHRIGLEY ROAD,DOWNPATRICK,BT309SR,Primary,Controlled Integrated,STRANGFORD,NEWRY MOURNE AND DOWN,Rural,99,44,55,44,44.40%,58,58.6,10,10.1,31,31.3
4056710,Loughries Primary School,2 BALLYBLACK ROAD,NEWTOWNARDS,BT238SR,Primary,Controlled Integrated,STRANGFORD,ARDS AND NORTH DOWN,Rural,71,33,38,19,26.80%,44,62,*,*,#,#
4066579,Loughview Integrated Primary School,63 CHURCH ROAD,BELFAST,BT69SA,Primary,GMI,BELFAST SOUTH,BELFAST,Rural,467,244,223,46,9.90%,169,36.2,180,38.5,118,25.3
4066588,Cedar Integrated Primary School,29 KILMORE ROAD,CROSSGAR,BT309HJ,Primary,GMI,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural,215,116,99,36,16.70%,56,26,100,46.5,59,27.4
4066611,Oakwood Integrated Primary School,48 THE CUTTS,BELFAST,BT179HN,Primary,GMI,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban,201,113,88,44,21.90%,46,22.9,90,44.8,65,32.3
4066644,Millennium Integrated Primary School,139A BELFAST ROAD,SAINTFIELD,BT247HF,Primary,GMI,STRANGFORD,LISBURN AND CASTLEREAGH,Rural,337,181,156,20,5.90%,113,33.5,127,37.7,97,28.8
4066668,Drumlins Integrated Primary School,43 LISBURN ROAD,BALLYNAHINCH,BT248TT,Primary,GMI,STRANGFORD,NEWRY MOURNE AND DOWN,Urban,183,102,81,52,28.40%,61,33.3,52,28.4,70,38.3
4066682,Rowandale Integrated Primary School,18 CLAREHILL ROAD,MOIRA,BT670PB,Primary,GMI,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Rural,243,128,115,13,5.30%,82,33.7,109,44.9,52,21.4
4610063,Regent House Prep Dept,CIRCULAR ROAD,NEWTOWNARDS,BT234QA,prep dept,Controlled,STRANGFORD,ARDS AND NORTH DOWN,Urban,86,37,49,*,,52,60.5,*,*,#,#
4620044,"Sullivan Upper School, Prep Dept",1 ALEXANDRA PARK,HOLYWOOD,BT189ET,prep dept,Voluntary,NORTH DOWN,ARDS AND NORTH DOWN,Urban,188,81,107,*,,90,47.9,17,9,81,43.1
4620050,Friend's School Prep Dept,6 MAGHERALAVE ROAD,LISBURN,BT283BH,prep dept,Voluntary,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban,160,80,80,*,,107,66.9,15,9.4,38,23.8
4620051,"Wallace High School, Prep Dept",12A CLONEVIN PARK,LISBURN,BT283AD,prep dept,Voluntary,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban,126,68,58,0,0.00%,75,59.5,5,4,46,36.5
5010909,Foley County Primary School,60 BALLYMACNAB ROAD,ARMAGH,BT602QS,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,53,30,23,9,17.00%,0,0,53,100,0,0
5010992,Lurgan Model Primary School,BROWNLOW TERRACE,LURGAN,BT679AT,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,223,126,97,100,44.80%,11,4.9,174,78,38,17
5011019,Mullaglass Primary School,8 GORAGH ROAD,NEWRY,BT356PZ,Primary,Controlled,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural,82,31,51,16,19.50%,80,97.6,0,0,2,2.4
5011095,Mullavilly Primary School,46 MULLAVILLY ROAD,TANDRAGEE,BT622LX,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,138,74,64,30,21.70%,112,81.2,*,*,#,#
5011112,Hardy Memorial Primary School,22 THE NEW LINE,ARMAGH,BT619QR,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,432,227,205,66,15.30%,346,80.1,17,3.9,69,16
5011115,Armstrong Primary School,6 COLLEGE HILL,ARMAGH,BT619DF,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,514,259,255,122,23.70%,333,64.8,65,12.6,116,22.6
5011116,Tandragee Primary School,7 PORTADOWN ROAD,TANDRAGEE,BT622BB,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,341,165,176,80,23.50%,271,79.5,8,2.3,62,18.2
5011117,Drumsallen Primary School,1 DERNASIGH ROAD,ARMAGH,BT604PA,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,23,12,11,5,21.70%,23,100,0,0,0,0
5011119,Darkley Primary School,71 MOSS ROW,ARMAGH,BT603BG,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural,71,39,32,33,46.50%,*,*,#,#,0,0
5011124,"Kings Park Primary School, Lurgan",24A AVENUE ROAD,LURGAN,BT667BB,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,739,384,355,151,20.40%,441,59.7,41,5.5,257,34.8
5011127,"Carrick Primary School, Lurgan",SLOAN AVENUE,LURGAN,BT668NY,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban,465,242,223,196,42.20%,159,34.2,193,41.5,113,24.3
