"Reference","Institution_Name","Address_1","Address_2","Address_3","Town_Name","County_Name","Postcode","Telephone","Email","Institution_Type","Management_Type","Latitude","Longitude","Irish_Grid_Reference_X","Irish_Grid_Reference_Y","Current_Approved_Enrolment","Current_Approved_Admissions","Latest_Year_Data","Primary_Reception_Pupil","Number_Year_1","Number_Year_2","Number_Year_3","Number_Year_4","Number_Year_5","Number_Year_6","Number_Year_7","Number_Year_8","Number_Year_9","Number_Year_10","Number_Year_11","Number_Year_12","Number_Year_13","Number_Year_14","Number_Year_15","Number_of_FTE_Staff","Pupil_Teacher_Ratio"
"4016430","Ballymagee Primary School","77 ASHBURY AVENUE","","","BANGOR","DOWN","BT19 6ZG","028 9147 2324","info@ballymagee.bangor.ni.sch.uk","Primary school","Controlled","54.64566","-5.63473","352734","380072","406","58","2015","0","58","58","59","60","60","56","55","","","","","","","","","16.52","25.37"
"3420011","Ballymena Academy","89 GALGORM ROAD","","","BALLYMENA","ANTRIM","BT42 1AJ","028 2565 2782","info@balacademy.ballymena.ni.sch.uk","Secondary (grammar) school","Voluntary","54.86499","-6.29292","309656","403253","1200","176","2015","","","","","","","","","177","174","179","178","177","175","165","0","77.12","15.88"
"3110037","Ballymena Nursery School","TROSTAN AVENUE","THE DEMESNE","","BALLYMENA","ANTRIM","BT43 7BL","028 2565 2011","info@ballymenans.ballymena.ni.sch.uk","Nursery school","Controlled","54.86246","-6.26794","311267","403011","","","2015","","","","","","","","","","","","","","","","","2.5","20.8"
"3010875","Ballymena Primary School","101 BALLYMONEY ROAD","","","BALLYMENA","ANTRIM","BT43 5BX","028 2565 6082","info@ballymenaps.ballymena.ni.sch.uk","Primary school","Controlled","54.87066","-6.2817","310361","403902","369","53","2015","0","41","39","41","46","48","41","43","","","","","","","","","11.4","26.23"
"3AB0355","Ballymoney & District Community Playgroup","Trinity Church Hall","Rodeing Foot","","BALLYMONEY","ANTRIM","BT53 6BY","7784504363","","VP Pre-schools","Other","55.071","-6.50887","295303","425868","","","2015","","","","","","","","","","","","","","","","","",""
"3050866","Ballymoney Controlled Integrated Primary School","23 NORTH ROAD","","","BALLYMONEY","ANTRIM","BT53 6BW","028 2766 2340","info@ballymoneymodelcips.ballymoney.ni.sch.uk","Primary school","Controlled Integrated","55.07209","-6.52423","294319","425968","414","59","2015","0","66","53","60","55","46","26","48","","","","","","","","","16.62","21.3"
"3210133","Ballymoney High School","17 GARRYDUFF ROAD","","","BALLYMONEY","ANTRIM","BT53 7AN","028 2766 2361","info@ballymoneyhigh.ballymoney.ni.sch.uk","Secondary (non-grammar) school","Controlled","55.06822","-6.5033","295665","425566","670","130","2015","","","","","","","","","127","123","125","144","130","0","0","0","45.33","14.32"
"3116034","Ballymoney Nursery School","NORTH ROAD","","","BALLYMONEY","ANTRIM","BT53 6BW","028 2766 4367","info@ballymoneyns.ballymoney.ni.sch.uk","Nursery school","Controlled","55.07225","-6.52333","294376","425988","","","2015","","","","","","","","","","","","","","","","","2.46","21.11"
"4011567","Ballynahinch Primary School","CROOB PARK","","","BALLYNAHINCH","DOWN","BT24 8BB","028 9756 3171","info@ballynahinchps.ballynahinch.ni.sch.uk","Primary school","Controlled","54.3991","-5.90373","336190","352080","438","60","2015","0","23","27","32","34","22","28","32","","","","","","","","","10.6","21.13"
"3010802","Ballynure Primary School","2 LISMENARY ROAD","BALLYNURE","","BALLYCLARE","ANTRIM","BT39 9UE","028 9332 3113","info@ballynureps.ballynure.ni.sch.uk","Primary school","Controlled","54.77371","-5.95419","331699","393676","154","22","2015","0","22","19","20","22","16","19","15","","","","","","","","","7","19"
"5016117","Ballyoran Primary School","BALLYORAN PARK","","","PORTADOWN","ARMAGH","BT62 1JY","028 3835 2009","info@ballyoran.portadown.ni.sch.uk","Primary school","Controlled","54.43281","-6.4525","300471","354910","400","57","2015","0","18","40","29","39","31","22","21","","","","","","","","","13.6","18.53"
"3AB0264","Ballyronan Community Playgroup","Marine Centre","135 Shore Road","Ballyronan","MAGHERAFELT","LONDONDERRY","BT45 6JA","7941 8185 / 02886737346","","VP Pre-schools","Other","54.70916","-6.52962","294823","385562","","","2015","","","","","","","","","","","","","","","","","",""
"3116263","Ballysally Nursery School","BALLYSALLY LANE","BALLYSALLY ESTATE","","COLERAINE","LONDONDERRY","BT52 2QA","028 7035 4787","info@ballysallyns.coleraine.ni.sch.uk","Nursery school","Controlled","55.14988","-6.66046","285451","434453","","","2015","","","","","","","","","","","","","","","","","2","26"
"3016252","Ballysally Primary School","DANE'S HILL ROAD","","","COLERAINE","LONDONDERRY","BT52 2QU","028 7035 2962","info@ballysallyps.coleraine.ni.sch.uk","Primary school","Controlled","55.14639","-6.66074","285441","434064","304","43","2015","0","44","32","46","29","31","30","32","","","","","","","","","16","15.25"
"1016076","Ballysillan Primary School","BALLYSILLAN PARK","","","BELFAST","ANTRIM","BT14 8LT","028 9039 1668","info@ballysillan.belfast.ni.sch.uk","Primary school","Controlled","54.63236","-5.96992","331142","377914","290","41","2015","0","27","24","23","16","20","11","23","","","","","","","","","7.6","22.37"
"3010892","Ballytober Primary School","60 PRIESTLAND ROAD","","","BUSHMILLS","ANTRIM","BT57 8UR","028 2073 1404","info@ballytoberps.bushmills.ni.sch.uk","Primary school","Controlled","55.1852","-6.55429","292138","438520","87","12","2015","0","14","4","15","9","11","18","10","","","","","","","","","3.6","22.5"
"5012615","Ballytrea Primary School","52 GORTNASKEA ROAD","STEWARTSTOWN","","DUNGANNON","TYRONE","BT71 5NY","028 8773 8619","info@ballytrea.stewartstown.ni.sch.uk","Primary school","Controlled","54.61112","-6.65606","286883","374486","143","20","2015","1","8","10","14","10","13","11","12","","","","","","","","","4.4","17.96"
"4011265","Ballyvester Primary School","244 KILLAUGHEY ROAD","","","DONAGHADEE","DOWN","BT21 0NF","028 9188 2121","info@ballyvesterps.donaghadee.ni.sch.uk","Primary school","Controlled","54.62597","-5.55909","357692","378048","109","16","2015","0","16","16","19","23","20","12","10","","","","","","","","","5.4","21.48"
"4BB0432","Ballywalter Pre-School Unit","C/O Ballywalter Primary School","12 Stump Road","BALLYWALTER","NEWTOWNARDS","DOWN","BT22 2NT","7776204936","","VP Pre-schools","Other","54.54533","-5.48737","362644","369237","","","2015","","","","","","","","","","","","","","","","","",""
"4011566","Ballywalter Primary School","12 STUMP ROAD","BALLYWALTER","","NEWTOWNARDS","DOWN","BT22 2NT","028 4275 8486","info@ballywalterps.newtownards.ni.sch.uk","Primary school","Controlled","54.54533","-5.48737","362644","369237","199","28","2015","0","27","24","24","27","23","18","26","","","","","","","","","8","21.13"
"3016447","Balnamore Primary School","80 BALNAMORE ROAD","","","BALLYMONEY","ANTRIM","BT53 7PT","028 2766 4564","info@balnamoreps.ballymoney.ni.sch.uk","Primary school","Controlled","55.06492","-6.56349","291828","425118","111","16","2015","0","12","14","12","15","16","20","14","","","","","","","","","5.28","19.51"
"2AB0299","Banagher Community Playgroup","4a Beechmount","","","FEENY","LONDONDERRY","BT47 4TZ","2877781769","","VP Pre-schools","Other","54.89287","-7.02161","262827","405459","","","2015","","","","","","","","","","","","","","","","","",""
"3AB0106","Banana Bunch Playgroup","Whitehead Presbyterian Church Hall","8 Kings Road","Whitehead","CARRICKFERGUS","ANTRIM","BT38 9PU","07749623945 / 07707321817","","VP Pre-schools","Other","54.75353","-5.71312","347283","391910","","","2015","","","","","","","","","","","","","","","","","",""
"5410013","Banbridge Academy","LURGAN ROAD","","","BANBRIDGE","DOWN","BT32 4AQ","028 4062 3220","info@banbridgeacademy.banbridge.ni.sch.uk","Secondary (grammar) school","Controlled","54.35685","-6.2707","312475","346730","1320","184","2015","","","","","","","","","187","189","195","193","184","201","171","0","77.22","17.09"
"5210047","Banbridge High School","69A PRIMROSE GARDENS","","","BANBRIDGE","DOWN","BT32 3EW","028 4062 2471","info@banbridgehigh.banbridge.ni.sch.uk","Secondary (non-grammar) school","Controlled","54.34497","-6.27792","312038","345396","680","136","2015","","","","","","","","","76","74","78","90","95","56","34","0","40.81","12.33"
"5116238","Banbridge Nursery School","3A LURGAN ROAD","","","BANBRIDGE","DOWN","BT32 4AF","028 4062 3138","info@banbridgens.banbridge.ni.sch.uk","Nursery school","Controlled","54.35565","-6.26825","312638","346600","","","2015","","","","","","","","","","","","","","","","","2","26"
"4AB0472","Bangor Abbey Pre-School Centre","Temporary Accommodation","Rooms 18/19 Clandeboye PS","Clandeboye Road","BANGOR","DOWN","BT20 3JW","7518433402","","VP Pre-schools","Other","54.65172","-5.6817","349680","380645","","","2015","","","","","","","","","","","","","","","","","",""
"4210296","Bangor Academy and 6th Form College","2 Castle Park Road","","","BANGOR","DOWN","BT20 4TB","028 9127 0535","info@bangoracademy.bangor.ni.sch.uk","Secondary (non-grammar) school","Controlled","54.65724","-5.66469","350757","381296","1420","242","2015","","","","","","","","","249","243","211","220","236","184","129","11","90.84","16.32"
"4051680","Bangor Central Integrated Primary School","6 CASTLE PARK ROAD","","","BANGOR","DOWN","BT20 4TF","028 9146 0513","info@bangorcips.bangor.ni.sch.uk","Primary school","Controlled Integrated","54.65818","-5.66693","350609","381396","618","88","2015","0","88","87","87","85","86","84","85","","","","","","","","","24.89","24.19"
"4110029","Bangor Central Nursery School","4 Castle Park Road","","","BANGOR","DOWN","BT20 4TF","028 9146 9241","info@bangorns.bangor.ni.sch.uk","Nursery school","Controlled","54.65856","-5.66741","350577","381437","","","2015","","","","","","","","","","","","","","","","","2","26.25"
"4420015","Bangor Grammar School","Gransha Road","","","BANGOR","DOWN","BT19 7QU","028 9147 3734","info@bgs.bangor.ni.sch.uk","Secondary (grammar) school","Voluntary","54.64262","-5.64773","351906","379706","850","125","2015","","","","","","","","","129","129","141","128","135","114","98","0","52.2","16.74"
"4AB0164","Bangor West Nursery Playgroup","West Church Halls","Rathmore Road","","BANGOR","DOWN","BT19 1DF","9147 0664","","VP Pre-schools","Other","54.66011","-5.70287","348283","381534","","","2015","","","","","","","","","","","","","","","","","",""
"4116018","Barbour Nursery School","73 ASHMOUNT GARDENS","","","LISBURN","ANTRIM","BT27 5BZ","028 9260 1796","info@barbourns.lisburn.ni.sch.uk","Nursery school","Controlled","54.51173","-6.02837","327745","364381","","","2015","","","","","","","","","","","","","","","","","2","26"
"3030800","Barnish Primary School","100 CUSHENDALL ROAD","","","BALLYCASTLE","ANTRIM","BT54 6QY","028 2076 2495","info@barnishps.ballycastle.ni.sch.uk","Primary school","Roman Catholic Maintained","55.20007","-6.18979","315311","440717","115","16","2015","0","6","4","7","4","13","7","12","","","","","","","","","3","17.67"
"5AB0505","Beacon Playgroup","52 Milburn Close","","","COOKSTOWN","TYRONE","BT80 8HF","0288676 2787","alicestewart1@hotmail.co.uk","VP Pre-schools","Other","54.65094","-6.75227","280588","378804","","","2015","","","","","","","","","","","","","","","","","",""
"4310008","Beechlawn Special School","3 DROMORE ROAD","","","HILLSBOROUGH","DOWN","BT26 6PA","028 9268 2302","info@beechlawnss.hillsborough.ni.sch.uk","Special school","Controlled","54.4585","-6.08623","324159","358353","","","2015","","","","","","","","","","","","","","","","","23.6","7.71"
"4AB0433","Bees Nees Early Years Centre","8a Glenard Road","Glen Estate","","NEWTOWNARDS","DOWN","BT23 4HS","9182 1220","","VP Pre-schools","Other","54.5992","-5.69927","348738","374763","","","2015","","","","","","","","","","","","","","","","","",""
"2AB0320","Belcoo Playgroup","Community Centre","Garrison Road","Belcoo","ENNISKILLEN","FERMANAGH","BT93 5DS","2866386314","","VP Pre-schools","Other","54.30158","-7.87875","207942","339205","","","2015","","","","","","","","","","","","","","","","","",""
"1210022","Belfast Boys' Model School","BALLYSILLAN ROAD","","","BELFAST","ANTRIM","BT14 6RB","028 9039 1156","info@bbms.belfast.ni.sch.uk","Secondary (non-grammar) school","Controlled","54.63248","-5.96157","331681","377944","905","151","2015","","","","","","","","","170","154","165","149","156","100","74","0","71.98","13.45"
"3420077","Belfast High School","740 SHORE ROAD","","","NEWTOWNABBEY","ANTRIM","BT37 0PX","028 9086 4431","info@belfasthigh.newtownabbey.ni.sch.uk","Secondary (grammar) school","Voluntary","54.68683","-5.87643","336995","384155","930","136","2015","","","","","","","","","137","136","136","140","141","117","110","0","57.7","15.89"
"1210021","Belfast Model School For Girls","35 Dunowen Gardens","","","BELFAST","ANTRIM","BT14 6NQ","02890 718111","info@girlsmodel.belfast.ni.sch.uk","Secondary (non-grammar) school","Controlled","54.62444","-5.95533","332110","377060","950","160","2015","","","","","","","","","165","133","115","159","136","112","87","3","64.38","14.14"
"1420028","Belfast Royal Academy","5-17 CLIFTONVILLE ROAD","","","BELFAST","ANTRIM","BT14 6JL","028 9075 0610","info@bfsra.belfast.ni.sch.uk","Secondary (grammar) school","Voluntary","54.61479","-5.93908","333191","376017","1410","200","2015","","","","","","","","","202","208","206","207","215","192","170","0","82.92","16.88"
"3012290","Bellaghy Primary School","79 WILLIAM STREET","BELLAGHY","","MAGHERAFELT","LONDONDERRY","BT45 8HZ","028 7938 6419","info@bellaghyps.magherafelt.ni.sch.uk","Primary school","Controlled","54.81133","-6.5142","295576","396956","115","16","2015","0","10","10","8","6","13","3","6","","","","","","","","","4","14"
"2012087","Bellarena Primary School","260 SEACOAST ROAD","","","LIMAVADY","LONDONDERRY","BT49 0JB","028 7775 0364","info@bellarenaps.limavady.ni.sch.uk","Primary school","Controlled","55.11761","-6.95377","266806","430541","74","11","2015","0","2","4","5","6","6","11","5","","","","","","","","","2","19.5"
"2AB0319","Belleek Pre-School Playgroup","Stepping Stones Centre","Station Road","","BELLEEK","FERMANAGH","BT93 3FY","6865 9929","","VP Pre-schools","Other","54.47978","-8.09047","194184","359038","","","2015","","","","","","","","","","","","","","","","","",""
"2011860","Belleek(2) Primary School","CORRY","BELLEEK","","ENNISKILLEN","FERMANAGH","BT93 3EZ","028 686 58211","info@belleekps.belleek.ni.sch.uk","Primary school","Controlled","54.47058","-8.0956","193850","358015","46","7","2015","3","1","3","5","2","6","5","9","","","","","","","","","2.4","14.17"
"2116345","Belmont Nursery School","19B RACECOURSE ROAD","","","LONDONDERRY","LONDONDERRY","BT48 8NF","028 7126 6241","info@belmontnurseryschool.co.uk","Nursery school","Controlled","55.01799","-7.31897","243612","419162","","","2015","","","","","","","","","","","","","","","","","2","27.5"
"1BB0494","Belmont Playcare","215 Belmont Road","","","BELFAST","ANTRIM","BT4 2DG","2890671050","info@belmontplaygroup.org","VP Pre-schools","Other","54.59878","-5.86641","337939","374375","","","2015","","","","","","","","","","","","","","","","","",""
"1010012","Belmont Primary School","215 BELMONT ROAD","","","BELFAST","ANTRIM","BT4 2AG","028 9047 1539","info@belmont.belfast.ni.sch.uk","Primary school","Controlled","54.59878","-5.86641","337939","374375","252","84","2015","0","84","85","85","0","0","0","0","","","","","","","","","10.8","23.52"
"4013013","Belvoir Park Primary School","BELVOIR DRIVE","","","BELFAST","ANTRIM","BT8 7DL","028 9049 1810","info@belvoirps.belfast.ni.sch.uk","Primary school","Controlled","54.55143","-5.93096","333923","368981","370","53","2015","0","38","41","31","38","44","33","29","","","","","","","","","17.86","17.13"
"1620028","Ben Madigan Preparatory School","690 ANTRIM ROAD","","","BELFAST","ANTRIM","BT15 5GP","028 90771139","info@benmadigan.belfast.ni.sch.uk","Preparatory Schools","Voluntary","54.64413","-5.93679","333243","379287","","","2015","0","24","17","20","19","24","20","18","","","","","","","","","8","17.75"
"5AB0406","Benburb Community Playgroup","3 Drumgoose Road","Benburb","","DUNGANNON","TYRONE","BT71 7JT","3754 9501","benburb@btconnect.com","VP Pre-schools","Other","54.4143","-6.74519","281515","352471","","","2015","","","","","","","","","","","","","","","","","",""
"1BB0024","Benmore Playgroup","C/O Finaghy Primary Campus","38 Finaghy Road South","","BELFAST","ANTRIM","BT10 0DR","2890308677","benmoreplaygroup@yahoo.co.uk","VP Pre-schools","Other","54.55943","-5.98179","330609","369776","","","2015","","","","","","","","","","","","","","","","","",""
"5011179","Bessbrook Primary School","14 CHURCH ROAD","","","NEWRY","DOWN","BT35 7AQ","028 3083 8002","info@bessbrookps.bessbrook.ni.sch.uk","Primary school","Controlled","54.19491","-6.39713","304666","328512","145","21","2015","0","12","11","10","10","10","10","11","","","","","","","","","4.4","22.73"
"1130027","Bethlehem Nursery School","516 RAVENHILL ROAD","","","BELFAST","ANTRIM","BT6 0BW","028 9064 0406","info@bethlehemns.belfast.ni.sch.uk","Nursery school","Roman Catholic Maintained","54.5788","-5.9105","335156","372066","","","2015","","","","","","","","","","","","","","","","","2","26"
