School Number,School Name,LA Code,Local Authority,Sector,Governance - see notes,WM Code,Welsh Medium Type - see notes,School Type,Religious Character,Address 1,Address 2,Address 3,Address 4,Postcode,Phone Number,Pupils - see notes,fsm_3yr_pct,pupil_teacher_ratio,attendance_pct,school_budget_per_pupil,capped9_points,literacy_points,numeracy_points,science_points,welsh_bacc_points,estyn_report_url
6612190,Ysgol Bro Cynfal,661.0,Gwynedd,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffestiniog,Blaenau Ffestiniog,Gwynedd,,LL41 4NF,01766762668,29.0,17.8,12.0,92.9,6894.0,,,,,,http://www.estyn.gov.wales/provider/6612190
6612192,Ysgol Edmwnd Prys,661.0,Gwynedd,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Gellilydan,Blaenau Ffestiniog,Gwynedd,,LL41 4DY,01766590348,21.0,24.2,8.3,93.3,11125.0,,,,,,http://www.estyn.gov.wales/provider/6612192
6612194,Ysgol Gynradd Llanbedr,661.0,Gwynedd,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Llanbedr,Gwynedd,,,LL45 2NW,01341241422,45.0,5.0,21.6,91.6,6024.0,,,,,,http://www.estyn.gov.wales/provider/6612194
6612198,YSGOL Y GARREG,661.0,Gwynedd,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llanfrothen,Penrhyndeudraeth,Gwynedd,,LL48 6LJ,01766770727,16.0,14.9,6.5,92.4,11976.0,,,,,,http://www.estyn.gov.wales/provider/6612198
6612199,Ysgol O M Edwards,661.0,Gwynedd,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llanuwchllyn,Bala,Gwynedd,,LL23 7UB,01678540242,85.0,0.9,17.8,95.6,4897.0,,,,,,http://www.estyn.gov.wales/provider/6612199
6612205,Ysgol Manod,661.0,Gwynedd,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Blaenau Ffestiniog,Gwynedd,,,LL41 4AF,01766830272,93.0,11.7,17.3,93.6,5362.0,,,,,,http://www.estyn.gov.wales/provider/6612205
6612207,Ysgol Gynradd Pennal,661.0,Gwynedd,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Pennal,Machynlleth,Gwynedd,,SY20 9JT,01654791225,29.0,1.7,8.8,92.7,8145.0,,,,,,http://www.estyn.gov.wales/provider/6612207
6612208,Ysgol Cefn Coch,661.0,Gwynedd,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Penrhyndeudraeth,Gwynedd,,,LL48 6AE,01766770291,159.0,10.1,19.0,92.1,5231.0,,,,,,http://www.estyn.gov.wales/provider/6612208
6612210,Ysgol Talsarnau,661.0,Gwynedd,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Talsarnau,Gwynedd,,,LL47 6TA,01766770768,24.0,9.0,9.3,92.4,7729.0,,,,,,http://www.estyn.gov.wales/provider/6612210
6612211,Ysgol Gynradd Tanygrisiau,661.0,Gwynedd,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Blaenau Ffestiniog,Gwynedd,,,LL41 3SU,01766830795,39.0,24.6,11.2,92.0,6789.0,,,,,,http://www.estyn.gov.wales/provider/6612211
6612212,Ysgol Gynradd Penybryn,661.0,Gwynedd,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Tywyn,Gwynedd,,,LL36 9EF,01654710237,236.0,11.6,18.7,92.8,4883.0,,,,,,http://www.estyn.gov.wales/provider/6612212
6612213,Ysgol Bro Hedd Wyn,661.0,Gwynedd,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Trawsfynydd,Blaenau Ffestiniog,Gwynedd,,LL41 4SE,01766540247,57.0,5.3,20.5,94.8,5699.0,,,,,,http://www.estyn.gov.wales/provider/6612213
6612214,Ysgol Bro Tryweryn,661.0,Gwynedd,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Frongoch,Bala,Gwynedd,,LL23 7NT,01678520740,60.0,5.0,17.3,96.1,4961.0,,,,,,http://www.estyn.gov.wales/provider/6612214
6612219,Ysgol Tanycastell,661.0,Gwynedd,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Harlech,Gwynedd,,,LL46 2UE,01766780454,82.0,7.9,22.5,92.3,5977.0,,,,,,http://www.estyn.gov.wales/provider/6612219
6612220,Ysgol Ffridd y LLyn,661.0,Gwynedd,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Cefnddwysarn,Bala,Gwynedd,,LL23 7HE,01678530373,44.0,16.3,12.7,96.3,6484.0,,,,,,http://www.estyn.gov.wales/provider/6612220
6612221,Ysgol Maenofferen,661.0,Gwynedd,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Blaenau Ffestiniog,Gwynedd,,,LL41 3UL,01766831256,219.0,20.3,20.6,92.7,4773.0,,,,,,http://www.estyn.gov.wales/provider/6612221
6612227,Ysgol Hirael,661.0,Gwynedd,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Orme Road,Bangor,Gwynedd,,LL57 1BA,01248352182,207.0,24.6,23.9,92.1,4551.0,,,,,,http://www.estyn.gov.wales/provider/6612227
6612228,Ysgol Craig y Deryn,661.0,Gwynedd,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llanegryn,Gwynedd,,,LL36 9SG,01654710463,95.0,6.3,15.0,93.9,5945.0,,,,,,http://www.estyn.gov.wales/provider/6612228
6612229,Ysgol Bro Llifon,661.0,Gwynedd,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Groeslon,Caernarfon,,,LL54 7DT,01286831033,150.0,8.8,19.7,92.5,4998.0,,,,,,http://www.estyn.gov.wales/provider/6612229
6613004,YSGOL PONT Y GOF,661.0,Gwynedd,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Botwnnog,Pwllheli,Gwynedd,,LL53 8RA,01758730318,96.0,8.7,22.4,93.0,5203.0,,,,,,http://www.estyn.gov.wales/provider/6613004
6613005,Ysgol Gynradd Maesincla,661.0,Gwynedd,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Maesincla Caernarfon,Gwynedd,,,LL55 1DF,01286673787,279.0,44.8,18.3,90.6,5405.0,,,,,,http://www.estyn.gov.wales/provider/6613005
6613009,Ysgol Y Faenol,661.0,Gwynedd,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Penrhosgarnedd,Bangor,Gwynedd,,LL57 2NN,01248352162,217.0,10.4,19.6,92.5,4616.0,,,,,,http://www.estyn.gov.wales/provider/6613009
6613010,YSGOL FOEL GRON,661.0,Gwynedd,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Mynytho,Pwllheli,Gwynedd,,LL53 7RN,01758740567,34.0,12.3,15.5,93.0,7423.0,,,,,,http://www.estyn.gov.wales/provider/6613010
6613013,Ysgol Llandygai,661.0,Gwynedd,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Llandygai,Bangor,Gwynedd,,LL57 4HU,01248352163,97.0,20.5,18.9,91.6,6172.0,,,,,,http://www.estyn.gov.wales/provider/6613013
6613018,Ysgol Gynradd Llandwrog,661.0,Gwynedd,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Llandwrog,Caernarfon,Gwynedd,,LL54 5ST,01286830223,43.0,2.2,17.7,92.8,5705.0,,,,,,http://www.estyn.gov.wales/provider/6613018
6613023,Ysgol Gynradd Llanystumdwy,661.0,Gwynedd,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Llanystumdwy,Criccieth,Gwynedd,,LL52 0SP,01766522961,24.0,11.8,11.7,93.7,8475.0,,,,,,http://www.estyn.gov.wales/provider/6613023
6613029,Ysgol Tregarth,661.0,Gwynedd,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Tregarth,Bangor,Gwynedd,,LL57 4PG,01248600735,118.0,10.2,23.4,92.3,4750.0,,,,,,http://www.estyn.gov.wales/provider/6613029
6613030,Ysgol Cae Top,661.0,Gwynedd,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Ffordd Eithinog,Bangor,Gwynedd,,LL57 2GZ,01248352325,235.0,20.1,22.1,90.3,5148.0,,,,,,http://www.estyn.gov.wales/provider/6613030
6613300,Ysgol Santes Helen,661.0,Gwynedd,Primary,Voluntary aided,WM,Welsh medium,"Nursery, Infants & Juniors",Roman Catholic,Twtil,Caernarfon,Gwynedd,,LL55 1PF,01286674856,39.0,27.3,18.5,87.9,6446.0,,,,,,http://www.estyn.gov.wales/provider/6613300
6613301,Ysgol Ein Harglwyddes,661.0,Gwynedd,Primary,Voluntary aided,EW,English with significant Welsh,"Nursery, Infants & Juniors",Roman Catholic,Caernarfon Road,Bangor,Gwynedd,,LL57 2UT,01248352463,159.0,19.1,18.3,92.7,4350.0,,,,,,http://www.estyn.gov.wales/provider/6613301
6614002,Ysgol Dyffryn Ogwen Bethesda,661.0,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-19),---,Ffordd Coetmor,Bethesda,Gwynedd,,LL57 3NN,01248600291,367.0,16.0,13.2,90.1,6842.0,361.9,42.0,38.2,34.8,34.6,http://www.estyn.gov.wales/provider/6614002
6614003,Ysgol Botwnnog,661.0,Gwynedd,Secondary,Community,WM,Welsh medium,Secondary (ages 11-16),---,Botwnnog,Llyn,Gwynedd,,LL53 8PY,01758730220,491.0,8.9,16.1,86.8,5911.0,365.9,41.9,37.0,39.8,38.3,http://www.estyn.gov.wales/provider/6614003
6614004,Ysgol Brynrefail,661.0,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-19),---,Llanrug,Caernarfon,Gwynedd,,LL55 4AD,01286672381,775.0,10.8,15.5,89.4,5811.0,369.9,42.3,38.1,40.3,39.7,http://www.estyn.gov.wales/provider/6614004
6614007,Ysgol Dyffryn Nantlle,661.0,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-19),---,Ffordd Y Brenin,Penygroes,Gwynedd,,LL54 6AA,01286880345,393.0,14.6,13.9,87.5,6591.0,358.6,38.8,29.7,32.0,37.7,http://www.estyn.gov.wales/provider/6614007
6614009,YSGOL EIFIONYDD,661.0,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-16),---,Porthmadog,Gwynedd,,,LL49 9HS,01766512114,362.0,10.4,16.4,88.7,6584.0,378.4,41.9,42.5,37.8,35.8,http://www.estyn.gov.wales/provider/6614009
6614031,Ysgol Y Moelwyn,661.0,Gwynedd,Secondary,Community,WM,Welsh medium,Secondary (ages 11-16),---,Heol Wynne,Blaenau Ffestiniog,Gwynedd,,LL41 3DW,01766830435,355.0,15.7,18.3,90.2,6815.0,362.6,42.6,37.2,35.4,41.0,http://www.estyn.gov.wales/provider/6614031
6614032,YSGOL UWCHRADD TYWYN,661.0,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-16),---,Station Road,Tywyn,Gwynedd,,LL36 9EU,01654710256,393.0,11.3,15.1,90.2,6119.0,379.5,40.4,36.3,42.6,43.4,http://www.estyn.gov.wales/provider/6614032
6614034,Ysgol Ardudwy,661.0,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-16),---,Ffordd y Traeth,Harlech,Gwynedd,,LL46 2UH,01766780331,334.0,12.2,15.1,86.7,6570.0,318.8,36.1,32.0,32.4,34.2,http://www.estyn.gov.wales/provider/6614034
6614036,Ysgol Friars,661.0,Gwynedd,Secondary,Community,EW,English with significant Welsh,Secondary (ages 11-19),---,Lon y Bryn,Bangor,Gwynedd,,LL57 2LN,01248364905,1413.0,13.5,17.3,88.4,5378.0,409.8,41.7,39.1,43.8,40.1,http://www.estyn.gov.wales/provider/6614036
6614037,Ysgol Tryfan,661.0,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-19),---,Lon Powys,Bangor,Gwynedd,,LL57 2TY,01248352633,534.0,15.7,15.3,88.1,6187.0,365.6,41.9,38.5,39.9,38.1,http://www.estyn.gov.wales/provider/6614037
6614039,Ysgol Syr Hugh Owen,661.0,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-19),---,Bethel Road,Caernarfon,Gwynedd,,LL55 1HW,01286673076,918.0,15.7,16.1,86.9,5949.0,339.6,40.1,35.8,33.0,21.3,http://www.estyn.gov.wales/provider/6614039
6614040,Ysgol Glan y Mor,661.0,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-16),---,Ffordd Caerdydd,Pwllheli,Gwynedd,,LL53 5NU,01758701244,469.0,13.4,18.0,86.9,6397.0,373.1,43.8,35.6,38.0,39.9,http://www.estyn.gov.wales/provider/6614040
6615500,Bro Idris,661.0,Gwynedd,Middle,Community,AB,Bilingual (Type A),Middle (ages 3-16),---,Dolgellau,,,Gwynedd,LL40 1HY,01341424949,572.0,11.2,17.7,93.7,91.4,6417.0,379.6,42.0,35.0,40.0,http://www.estyn.gov.wales/provider/6615500
6615501,YSGOL Godre'r Berwyn,661.0,Gwynedd,Middle,Community,WM,Welsh medium,Middle (ages 3-19),---,Heol Ffrydan,,,Bala,LL23 7RU,01678520259,569.0,10.1,17.2,93.4,88.8,5782.0,368.2,42.6,37.0,42.5,http://www.estyn.gov.wales/provider/6615501
6617002,Ysgol Pendalar,661.0,Gwynedd,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Ffordd Bethel,Caernarfon,Gwynedd,,LL55 1DU,01286672141,107.0,25253.0,,,,,,,,,http://www.estyn.gov.wales/provider/6617002
6617010,Ysgol Hafod Lon,661.0,Gwynedd,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Parc Busnes Eryri, Penrhyndeudraeth,Gwynedd,,LL48 6LD,01766772140,113.0,23804.0,,,,,,,,,http://www.estyn.gov.wales/provider/6617010
6622012,Ysgol Betws y Coed,662.0,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Bro Gethun,Betws-Y-Coed,Conwy,,LL24 0BP,01690710581,18.0,9.1,6.3,93.7,13672.0,,,,,,http://www.estyn.gov.wales/provider/6622012
6622023,Ysgol Capelulo,662.0,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Ffordd Treforus,Dwygyfylchi,Penmaenmawr,Conwy,LL34 6RA,01492622693,142.0,14.6,22.7,92.8,4370.0,,,,,,http://www.estyn.gov.wales/provider/6622023
6622038,Ysgol Deganwy,662.0,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Park Drive,Deganwy,Conwy,,LL31 9YB,01492574600,336.0,13.3,22.3,92.2,3712.0,,,,,,http://www.estyn.gov.wales/provider/6622038
6622043,Ysgol Dolwyddelan,662.0,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Dolwyddelan,,,,LL25 0SZ,01690750293,28.0,22.2,8.9,92.2,10056.0,,,,,,http://www.estyn.gov.wales/provider/6622043
6622044,Ysgol Ffordd Dyffryn,662.0,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Ffordd Dyffryn,Llandudno,Conwy,,LL30 2LZ,01492878907,169.0,37.5,13.9,90.1,6656.0,,,,,,http://www.estyn.gov.wales/provider/6622044
6622053,Ysgol Glanwydden,662.0,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Ffordd Derwen,Bae Penrhyn,Llandudno,Conwy,LL30 3LB,01492540798,311.0,6.3,22.6,94.2,3703.0,,,,,,http://www.estyn.gov.wales/provider/6622053
6622061,Ysgol Tudno,662.0,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Trinity Avenue,Llandudno,,,LL30 2SJ,01492875252,180.0,20.1,18.0,92.1,5277.0,,,,,,http://www.estyn.gov.wales/provider/6622061
6622063,Ysgol Morfa Rhianedd,662.0,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Cwm,Llandudno,Conwy,,LL30 1EG,01492577150,153.0,28.2,18.9,91.4,4482.0,,,,,,http://www.estyn.gov.wales/provider/6622063
6622086,Ysgol Penmachno,662.0,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Penmachno,Betws-Y-Coed,Conwy,,LL24 0PT,01690760394,43.0,4.3,16.9,95.3,7310.0,,,,,,http://www.estyn.gov.wales/provider/6622086
6622103,Ysgol Llandrillo yn Rhos,662.0,Conwy,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Elwy Road,Llandrillo Yn Rhos,Colwyn Bay,,LL28 4LX,01492549648,440.0,14.6,23.9,93.9,3926.0,,,,,,http://www.estyn.gov.wales/provider/6622103
6622104,Ysgol Talhaiarn,662.0,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Llanfair Talhaiarn,Abergele,Conwy,,LL22 8SD,01745720242,46.0,37.6,17.2,90.7,5715.0,,,,,,http://www.estyn.gov.wales/provider/6622104
6622106,Ysgol Babanod Mochdre,662.0,Conwy,Primary,Community,EM,English medium,Nursery & Infants,---,Station Road,Mochdre,Conwy,,LL28 5EF,01492540194,49.0,39.6,13.7,88.2,7271.0,,,,,,http://www.estyn.gov.wales/provider/6622106
6622108,Ysgol  T. Gwynn Jones,662.0,Conwy,Primary,Community,EM,English medium,Nursery & Infants,---,Llanelian Road,Old Colwyn,Colwyn Bay,,LL29 9UA,01492516594,197.0,23.1,21.6,91.7,4412.0,,,,,,http://www.estyn.gov.wales/provider/6622108
6622110,Ysgol Maes Owen,662.0,Conwy,Primary,Community,EM,English medium,Juniors,---,Morfa Avenue,Foryd,Rhyl,,LL18 5LE,01745353721,208.0,34.5,22.1,88.9,4797.0,,,,,,http://www.estyn.gov.wales/provider/6622110
6622111,Ysgol Glan Gele,662.0,Conwy,Primary,Community,EM,English medium,Nursery & Infants,---,Ffordd y Morfa,Abergele,Conwy,,LL22 7NU,01745823584,282.0,26.4,19.9,90.9,4203.0,,,,,,http://www.estyn.gov.wales/provider/6622111
6622112,Ysgol Glan Morfa,662.0,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd y Morfa,Abergele,Conwy,,LL22 7NU,01745832922,251.0,17.4,19.5,93.4,4045.0,,,,,,http://www.estyn.gov.wales/provider/6622112
6622114,Ysgol Bod Alaw,662.0,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Abergele Road,Colwyn Bay,,,LL29 7ST,01492530420,324.0,9.8,24.7,93.4,3815.0,,,,,,http://www.estyn.gov.wales/provider/6622114
6622115,Ysgol Pant y Rhedyn,662.0,Conwy,Primary,Community,EW,English with significant Welsh,Juniors,---,Ffordd Penmaenmawr,Llanfairfechan,Conwy,,LL33 0PA,01248680642,128.0,18.0,23.3,92.8,4827.0,,,,,,http://www.estyn.gov.wales/provider/6622115
6622118,Ysgol Y Foryd,662.0,Conwy,Primary,Community,EM,English medium,Nursery & Infants,---,Morfa Avenue,Foryd,Conwy,,LL18 5LE,01745351892,208.0,35.8,23.9,89.2,4546.0,,,,,,http://www.estyn.gov.wales/provider/6622118
6622121,Ysgol Craig y Don,662.0,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Clarence Drive,Craig Y Don,Llandudno,Conwy,LL30 1TR,01492878906,304.0,19.7,20.6,92.3,3997.0,,,,,,http://www.estyn.gov.wales/provider/6622121
6622123,Ysgol Cerrigydrudion,662.0,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Yr Alwen,Cerrigydrudion,Corwen,,LL21 9SW,01490420328,86.0,6.7,20.0,95.2,5024.0,,,,,,http://www.estyn.gov.wales/provider/6622123
6622132,"Ysgol Bro Aled, Llansannan",662.0,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llansannan,Dinbych,Conwy,,LL16 5HN,01745870660,64.0,3.2,18.1,95.2,5103.0,,,,,,http://www.estyn.gov.wales/provider/6622132
6622148,Ysgol Gynradd Bro Cernyw,662.0,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llangernyw,Abergele,Conwy,,LL22 8PP,01745860238,106.0,5.5,25.2,94.4,4577.0,,,,,,http://www.estyn.gov.wales/provider/6622148
6622221,Ysgol Sant Elfod,662.0,Conwy,Primary,Community,EM,English medium,Juniors,---,Ffordd Y Morfa,Abergele,Conwy,,LL22 7NU,01745832007,288.0,26.1,23.4,89.9,4131.0,,,,,,http://www.estyn.gov.wales/provider/6622221
6622222,Ysgol Capel Garmon,662.0,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Capel Garmon,Llanrwst,Conwy,,LL26 0RL,01690710287,18.0,6.4,6.5,96.1,13844.0,,,,,,http://www.estyn.gov.wales/provider/6622222
6622225,Ysgol Glan Conwy,662.0,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Ffordd Top Llan,Glan Conwy,Conwy,,LL28 5NA,01492580421,122.0,21.6,23.1,92.4,4868.0,,,,,,http://www.estyn.gov.wales/provider/6622225
6622264,Ysgol Cynfran,662.0,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Dolwen Road,Llysfaen,Colwyn Bay,Conwy,LL29 8SS,01492517326,177.0,26.9,22.7,91.9,4650.0,,,,,,http://www.estyn.gov.wales/provider/6622264
6622267,Ysgol Iau Hen Golwyn,662.0,Conwy,Primary,Community,EM,English medium,Juniors,---,Church Walks,Old Colwyn,Conwy,,LL29 9RU,01492516258,205.0,22.9,22.8,89.0,4399.0,,,,,,http://www.estyn.gov.wales/provider/6622267
6622269,Ysgol Cystennin,662.0,Conwy,Primary,Community,EM,English medium,Juniors,---,The Old Highway,Mochdre,Colwyn Bay,Conwy,LL28 5AU,01492540068,67.0,41.1,17.2,86.9,5516.0,,,,,,http://www.estyn.gov.wales/provider/6622269
6622270,Ysgol Pentrefoelas,662.0,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Pentrefoelas,Betws Y Coed,Conwy,,LL24 0LE,01690770226,42.0,7.3,17.3,95.8,7287.0,,,,,,http://www.estyn.gov.wales/provider/6622270
6622271,Ysgol Bro Gwydir,662.0,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Heol Watling,Llanrwst,,,LL26 0EY,01492640342,331.0,14.7,20.8,92.7,4483.0,,,,,,http://www.estyn.gov.wales/provider/6622271
6622272,Ysgol Nant Y Groes,662.0,Conwy,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Greenfield Road,Colwyn Bay,Conwy,,LL29 8ET,01492577010,250.0,48.1,16.4,87.7,6101.0,,,,,,http://www.estyn.gov.wales/provider/6622272
6622273,Ysgol Swn Y Don,662.0,Conwy,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Penmaenrhos,Swn Y Don,Colwyn Bay,Conwy,LL29 9LL,01492577290,124.0,68.0,15.0,85.2,7335.0,,,,,,http://www.estyn.gov.wales/provider/6622273
6622274,Ysgol Awel y Mynydd,662.0,Conwy,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Sarn Mynach,Llandudno Junction,Conwy,,LL31 9RT,01492577100,397.0,20.6,18.4,91.7,4975.0,,,,,,http://www.estyn.gov.wales/provider/6622274
6622275,Ysgol Dyffryn Yr Enfys,662.0,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Llanrwst,,Dolgarrog,Conwy,LL32 8QE,01492660216,109.0,22.4,15.9,92.6,4854.0,,,,,,http://www.estyn.gov.wales/provider/6622275
6623020,Ysgol Babanod Llanfairfechan,662.0,Conwy,Primary,Voluntary controlled,EW,English with significant Welsh,Nursery & Infants,Church in Wales,Ffordd Y Pentref,Llanfairfechan,Conwy,,LL33 0AA,01248680289,111.0,19.0,20.8,90.6,4708.0,,,,,,http://www.estyn.gov.wales/provider/6623020
6623021,Ysgol Llangelynnin,662.0,Conwy,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Henryd,Conwy,,,LL32 8YB,01492592898,79.0,4.9,17.8,94.6,4845.0,,,,,,http://www.estyn.gov.wales/provider/6623021
6623024,Ysgol Pencae,662.0,Conwy,Primary,Voluntary aided,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Ffordd Graiglwyd,Penmaenmawr,,,LL34 6YG,01492622219,150.0,21.8,20.6,90.9,5975.0,,,,,,http://www.estyn.gov.wales/provider/6623024
6623032,Ysgol Ysbyty Ifan,662.0,Conwy,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Ysbyty Ifan,Betws Y Coed,Conwy,,LL24 0NY,01690770645,18.0,0.0,8.7,95.7,13193.0,,,,,,http://www.estyn.gov.wales/provider/6623032
6623038,Ysgol St. George,662.0,Conwy,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Primrose Hill,St George,Abergele,Conwy,LL22 9BU,01745833213,68.0,22.2,18.5,93.4,4809.0,,,,,,http://www.estyn.gov.wales/provider/6623038
6623039,Ysgol Llanddoged,662.0,Conwy,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Llanddoged,Llanrwst,Conwy,,LL26 0BJ,01492640363,40.0,18.0,14.6,94.0,7425.0,,,,,,http://www.estyn.gov.wales/provider/6623039
6623040,Ysgol Eglwysbach,662.0,Conwy,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Eglwysbach,Bae Colwyn,Conwy,,LL28 5UD,01492650463,61.0,2.8,17.9,95.0,5195.0,,,,,,http://www.estyn.gov.wales/provider/6623040
6623043,Ysgol Porth Y Felin,662.0,Conwy,Primary,Voluntary controlled,EW,English with significant Welsh,"Nursery, Infants & Juniors",Church in Wales,Ffordd Llanrwst,Conwy,,,LL32 8FZ,01492572220,321.0,16.8,19.8,91.4,4430.0,,,,,,http://www.estyn.gov.wales/provider/6623043
6623059,Ysgol Llanddulas,662.0,Conwy,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Minffordd Road,Llanddulas,Abergele,Conwy,LL22 8EW,01492516865,148.0,20.7,20.3,93.0,4658.0,,,,,,http://www.estyn.gov.wales/provider/6623059
6623062,Ysgol Betws yn Rhos,662.0,Conwy,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Betws Yn Rhos,Abergele,,,LL22 8AW,01492680603,68.0,1.7,16.3,94.2,4781.0,,,,,,http://www.estyn.gov.wales/provider/6623062
6623302,Ysgol Bodafon,662.0,Conwy,Primary,Voluntary aided,EW,English with significant Welsh,"Nursery, Infants & Juniors",Church in Wales,Ffordd Bodafon,Llandudno,Conwy,,LL30 3BA,01492547996,85.0,13.1,18.1,91.1,4749.0,,,,,,http://www.estyn.gov.wales/provider/6623302
6623303,Ysgol Bendigaid William Davies,662.0,Conwy,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Bodnant Crescent,Llandudno,Conwy,,LL30 1LL,01492875930,132.0,19.8,23.3,87.9,4555.0,,,,,,http://www.estyn.gov.wales/provider/6623303
