SeedCode,SchUID,SchoolType,CentreType,SchoolName,AddressLine1,AddressLine2,AddressLine3,PostCode,LAName,LACode,DataZone,UPRN,Email,Phone,Website,Denomination,FTETeacher,PupilRoll,PropPupilsMinorityEthnic,PropPupils20PCMostDeprived,DZSIMDPercentile,DZSIMDMostDep15Pct,DZSIMDMostDep16_25Pct,DZSIMDMostDep25Pct,AddrUR8,AddrUR6,AddrUR8Desc,AddrUR6Desc,DZUR8,DZUR6,DZUR8Desc,DZUR6Desc,GridRefEasting,GridRefNorthing,Latitude,Longitude,Notes
5301424,5301424P,Primary,Local Authority,Andover Primary School,50A Drumachlie Park,Brechin,,DD9 7BU,Angus,S12000041,S01007233,117083810,Andover@angusschools.org.uk,01356 237129,http://www.andoverprimary.org/,Non-denominational,18.4,241,*,30 - <35%,49,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,360639,760019,56.730150,-2.644899,
5221447,5221447SP,Special,Local Authority,Anna Ritchie School,Grange Gardens,Peterhead,ABERDEENSHIRE,AB42 2AP,Aberdeenshire,S12000034,S01007079,151085042,annaritchie.sch@aberdeenshire.gov.uk,01779 403670,http://www.annaritchie.aberdeenshire.sch.uk/,Non-denominational,14.9,80,*,10 - <15%,36,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,412092,846225,57.506050,-1.799864,
5948339,5948339S,Secondary,Local Authority,Annan Academy,St John's Road,Annan,DUMFRIESSHIRE,DG12 6AP,Dumfries and Galloway,S12000006,S01007661,137020551,gw08officeannan@ea.dumgal.sch.uk,01461 202954,http://annanacademyorguk.ipage.com/index.html,Non-denominational,62.0,971,*,5 - <10%,40,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,319447,566304,54.984797,-3.260316,
8221723,8221723P,Primary,Local Authority,Annanhill Primary School,Beech Avenue,Kilmarnock,,KA1 2EW,East Ayrshire,S12000008,S01008017,127066833,emma.johnstone@eastayrshire.org.uk,01563 549988,https://blogs.glowscotland.org.uk/ea/annanhillprimaryschool/,Non-denominational,27.8,470,5 - <10%,10 - <15%,93,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,241788,637742,55.607492,-4.513119,
8230323,8230323P,Primary,Local Authority,Annbank Primary School,39 Annbank Road,Mossblown,AYR,KA6 5DZ,South Ayrshire,S12000028,S01012536,141047318,annbank.mail@south-ayrshire.gov.uk,01292 612493,http://annbank.sayr.sch.uk,Non-denominational,17.3,265,*,*,31,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,240530,624449,55.487753,-4.525404,
8405522,8405522P,Primary,Local Authority,Annette Street Primary School,27 Annette Street,,GLASGOW,G42 8YB,Glasgow City,S12000049,S01009888,906700367770,headteacher@annettestreet-pri.glasgow.sch.uk,0141 423 0192,https://twitter.com/annettestreetps?lang=en,Non-denominational,14.5,176,>20%,75 - <80%,18,N,Y,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,258535,662674,55.836484,-4.260416,
8218323,8218323P,Primary,Local Authority,Annick Primary School,Bensley Rise,Girdle Toll,IRVINE,KA11 1BQ,North Ayrshire,S12000021,S01011201,126061545,annick@ea.n-ayrshire.sch.uk,01294 211654,https://blogs.glowscotland.org.uk/na/annick/,Non-denominational,23.2,434,0 - <5%,10 - <15%,48,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,234044,640037,55.625506,-4.637296,
5400023,5400023P,Primary,Local Authority,Anstruther Primary School,St Andrew's Road,Anstruther,FIFE,KY10 3HD,Fife,S12000047,S01009710,320229200,anstrutherps.enquiries@fife.gov.uk,01334 659447,http://www.fifedirect.org.uk/anstrutherps,Non-denominational,16.0,284,0 - <5%,0%,52,N,N,N,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,356598,704055,56.227053,-2.701595,
5759226,5759226P,Primary,Local Authority,Antonine Primary School,Broomhill Road,Bonnybridge,,FK4 2AN,Falkirk,S12000014,S01009083,136069117,antonineprimaryschool@falkirk.gov.uk,01324 503140,http://www.antonine.falkirk.sch.uk,Non-denominational,13.8,191,0 - <5%,*,46,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,282486,679859,55.997234,-3.885717,
8411921,8411921P,Primary,Local Authority,Antonine Primary School,4 Abbotshall Avenue,,GLASGOW,G15 8PR,Glasgow City,S12000049,S01010500,906700419828,headteacher@antonine-pri.glasgow.sch.uk,0141 944 6923,http://www.antonineprimaryschool.co.uk/,Non-denominational,18.6,293,5 - <10%,85 - <90%,7,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,251462,671119,55.910169,-4.377879,
5113229,5113229P,Primary,Local Authority,Applecross Primary School,Applecross,Strathcarron,ROSS-SHIRE,IV54 8LU,Highland,S12000017,S01010688,130111500,applecross.primary@highland.gov.uk,01520 744325,http://applecrossprimary.wordpress.com,Non-denominational,1.7,10,0%,0%,58,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,171053,842014,57.410641,-5.813591,
5945429,5945429P,Primary,Local Authority,Applegarth School,Lockerbie,Dumfriesshire,,DG11 2SH,Dumfries and Galloway,S12000006,S01007640,137066656,gw08officeapplegarth@ea.dumgal.sch.uk,01576 202228,http://www.dumgal.gov.uk/article/15433/Applegarth-Primary-School,Non-denominational,2.9,39,0%,0%,41,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,311584,587060,55.169921,-3.389595,
5201527,5201527P,Primary,Local Authority,Applegrove Primary School,Orchard Road,Forres,MORAY,IV36 1PJ,Moray,S12000020,S01011154,133001001,admin.applegrovep2@moray-edunet.gov.uk,01309 672367,https://blogs.glowscotland.org.uk/my/Applegrove/,Non-denominational,19.0,278,5 - <10%,*,20,N,Y,Y,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,303856,858658,57.607622,-3.610687,
5300320,5300320P,Primary,Local Authority,Arbirlot Primary School,Arbirlot,By Arbroath,,DD11 2PZ,Angus,S12000041,S01007171,117081285,Arbirlot@angusschools.org.uk,01241 465368,http://www.arbirlot.angus.sch.uk/,Non-denominational,3.0,20,0%,0%,67,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,358918,739947,56.549692,-2.669819,
5307031,5307031S,Secondary,Local Authority,Arbroath Academy,Glenisla Drive,Arbroath,,DD11 5JD,Angus,S12000041,S01007195,117082503,Arbroathacademy@angusschools.org.uk,01241 465200,http://www.arbroathacademy.angus.sch.uk/,Non-denominational,61.6,683,*,25 - <30%,16,N,Y,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,364912,742079,56.569333,-2.572619,
5307139,5307139S,Secondary,Local Authority,Arbroath High School,Keptie Road,Arbroath,,DD11 3EN,Angus,S12000041,S01007182,117082306,ArbroathHigh@angusschools.org.uk,01241 465100,http://www.arbroathhigh.angus.sch.uk,Non-denominational,73.6,889,0 - <5%,15 - <20%,52,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,363186,741212,56.561411,-2.600582,
8214123,8214123P,Primary,Local Authority,Ardeer Primary School,Clark Crescent,,STEVENSTON,KA20 3LZ,North Ayrshire,S12000021,S01011236,126060431,ardeer@ea.n-ayrshire.sch.uk,01294 469785,https://blogs.glowscotland.org.uk/na/ardeerprimaryschool/,Non-denominational,13.8,144,*,80 - <85%,17,N,Y,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,226761,641063,55.632174,-4.753465,
5137624,5137624P,Primary,Local Authority,Ardersier Primary School,Ardersier,,,IV2 7SW,Highland,S12000017,S01010570,130087904,ardersier.primary@highland.gov.uk,01667 462344,http://ardersierprimary.wordpress.com,Non-denominational,7.9,112,*,*,30,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,278358,854734,57.566240,-4.035169,
5130220,5130220P,Primary,Local Authority,Ardgour Primary School,Ardgour,By Fort William,,PH33 7AB,Highland,S12000017,S01010508,130111296,ardgour.primary@highland.gov.uk,01855 841347,http://ardgourprimaryschool.edublogs.org/,Non-denominational,2.1,18,0%,0%,56,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,200506,763495,56.720347,-5.261758,
8640327,8640327P,Primary,Local Authority,Ardgowan Primary School,Newton Street,Greenock,,PA16 8SN,Inverclyde,S12000018,S01010874,119049920,INArdgowan@glowscotland.onmicrosoft.com,01475 715683,http://ardgowan.inverclyde.sch.uk/,Non-denominational,23.6,440,10 - <20%,20 - <25%,74,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,226903,676583,55.951005,-4.773790,
5323428,5323428P,Primary,Local Authority,Ardler Primary School,Turnberry Avenue,Dundee,,DD2 3TP,Dundee City,S12000042,S01007859,9059054984,ardlerprimary@dundeeschools.scot,01382 436500,https://www.dundeecity.gov.uk/service-area/children-and-families-service/education/ardler-primary-school,Non-denominational,10.6,110,*,60 - <65%,7,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,337676,733433,56.488839,-3.013707,
5130239,5130239S,Secondary,Local Authority,Ardnamurchan High School,Drimnatorran,Strontian,ACHARCLE,PH36 4JA,Highland,S12000017,S01010508,130092475,ardnamurchan.high@highland.gov.uk,01397 700105,http://www.ardnamurchanhighschool.org/index.asp,Non-denominational,16.6,126,*,0%,56,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,181645,762146,56.699811,-5.568190,
8100926,8100926P,Primary,Local Authority,Ardrishaig Primary School,Glengilp Road,Ardrishaig,ARGYLL,PA30 8HF,Argyll and Bute,S12000035,S01007319,125030687,enquiries-ardrishaig@argyll-bute.gov.uk,01546 603695,http://www.ardrishaig.argyll-bute.sch.uk/,Non-denominational,6.6,90,5 - <10%,0%,61,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,185062,686176,56.020138,-5.450322,
5113326,5113326P,Primary,Local Authority,Ardross Primary School,Ardross,Alness,,IV17 0XW,Highland,S12000017,S01010699,130109963,ardross.primary@highland.gov.uk,01349 882345,http://ardrossprimary.wordpress.com,Non-denominational,2.7,27,0%,*,58,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,264361,873585,57.731446,-4.279548,
8214638,8214638S,Secondary,Local Authority,Ardrossan Academy,Sorbie Road,,ARDROSSAN,KA22 8AR,North Ayrshire,S12000021,S01011258,126060254,ardrossan@ea.n-ayrshire.sch.uk,01294 461931,http://www.ardrossanacademy.co.uk,Non-denominational,74.2,795,0 - <5%,50 - <55%,63,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,223873,642547,55.644455,-4.800230,
5251524,5251524P,Primary,Local Authority,Arduthie School,Arduthie Road,Stonehaven,KINCARDINESHIRE,AB39 2DP,Aberdeenshire,S12000034,S01006832,151085052,arduthie.sch@aberdeenshire.gov.uk,01569 690515,http://www.arduthie.aberdeenshire.sch.uk/,Non-denominational,20.7,389,0 - <5%,0%,90,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,386921,786010,56.965123,-2.216726,
8100829,8100829P,Primary,Local Authority,Arinagour Primary School,Arinagour,Isle Of Coll,ARGYLL,PA78 6TA,Argyll and Bute,S12000035,S01007284,125041637,enquiries@arinagour.argyll-bute.gov.uk,01879 230376,https://www.argyll-bute.gov.uk/content/arinagour-primary-school,Non-denominational,1.7,4,*,*,44,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,122403,756974,56.622070,-6.527204,
5133327,5133327P,Primary,Local Authority,Arisaig Primary School,Arisaig,,,PH39 4NH,Highland,S12000017,S01010506,130111375,arisaig.primary@highland.gov.uk,01687 450282,http://arisaigprimary.weebly.com/,Non-denominational,2.9,29,0%,0%,57,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,165820,787059,56.915449,-5.848893,
8626928,8626928P,Primary,Local Authority,Arkleston Primary School,Cockels Loan,,RENFREW,PA4 0EL,Renfrewshire,S12000038,S01012174,123077963,arklestonenquiries@renfrewshire.gov.uk,0300 300 0143,http://www.arkleston.renfrewshire.sch.uk/,Non-denominational,15.8,295,10 - <20%,5 - <10%,80,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,250772,666172,55.865546,-4.386180,
5509238,5509238S,Secondary,Local Authority,Armadale Academy,West Main Street,Armadale,WEST LOTHIAN,EH48 3LY,West Lothian,S12000040,S01013384,135009600,wlarmadale-ac@westlothian.org.uk,01506 282145,http://www.armadaleacademy.westlothian.org.uk/,Non-denominational,82.4,1157,0 - <5%,*,35,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,292899,668184,55.894831,-3.714203,
5504627,5504627P,Primary,Local Authority,Armadale Primary School,Academy Street,Armadale,WEST LOTHIAN,EH48 3JD,West Lothian,S12000040,S01013384,200004125401,wlarmadale-ps@westlothian.org.uk,01501 730282,http://www.armadaleprimary.westlothian.org.uk,Non-denominational,20.7,338,0 - <5%,20 - <25%,35,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,293536,668422,55.897104,-3.704122,
5224128,5224128P,Primary,Local Authority,Arnage School,Auchnagatt,Ellon,ABERDEENSHIRE,AB41 8UX,Aberdeenshire,S12000034,S01007061,151113034,arnage.sch@aberdeenshire.gov.uk,01358 281075,http://www.arnage.aberdeenshire.sch.uk/,Non-denominational,2.7,27,0%,0%,75,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,395579,838817,57.439643,-2.075299,
5340721,5340721P,Primary,Local Authority,Arngask Primary School,Main Street,Glenfarg,PERTH,PH2 9NT,Perth and Kinross,S12000048,S01011880,124016952,Arngask@pkc.gov.uk,01577 867250,http://arngaskprimary.org.uk/,Non-denominational,6.7,74,*,0%,66,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,313527,710795,56.281699,-3.398279,
8200831,8200831S,Secondary,Local Authority,Arran High School,Lamlash,,ISLE OF ARRAN,KA27 8NG,North Ayrshire,S12000021,S01011175,126073240,arran@ea.n-ayrshire.sch.uk,01770 600341,http://arranhigh.co.uk,Non-denominational,28.3,242,0 - <5%,0%,53,N,N,N,8,6,Very Remote Rural Areas,Remote Rural Areas,8,6,Very Remote Rural Areas,Remote Rural Areas,202339,630743,55.530273,-5.133401,
8300925,8300925P,Primary,Local Authority,Arrochar Primary School,Tarbet,Arrochar,,G83 7DG,Argyll and Bute,S12000035,S01007358,125054799,enquiries-arrochar@argyll-bute.gov.uk,01301 702261,http://www.arrochar.argyll-bute.sch.uk,Non-denominational,3.7,39,*,0%,68,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,232116,704672,56.204931,-4.708051,
5237823,5237823P,Primary,Local Authority,Ashley Road School,45 Ashley Road,Aberdeen,,AB10 6RU,Aberdeen City,S12000033,S01006576,9051044960,ashleyroad@aberdeencity.gov.uk,01224 588732,http://www.ashleyroad.aberdeen.sch.uk/,Non-denominational,20.9,440,>20%,0%,94,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,392643,805252,57.138103,-2.123188,
8410429,8410429P,Primary,Local Authority,Ashpark Primary School,75 Kyleakin Road,,GLASGOW,G46 8DQ,Glasgow City,S12000049,S01009759,906700429981,headteacher@ashpark-pri.glasgow.sch.uk,0141 638 6135,https://blogs.glowscotland.org.uk/gc/ashparkprimaryschool/,Non-denominational,20.8,301,10 - <20%,85 - <90%,3,Y,N,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,253894,659626,55.807737,-4.332815,
1003135,1003135SP,Special,Local Authority,Ashton Secondary School,100 Avenue End Road,,GLASGOW,G33 3SW,Glasgow City,S12000049,S01010168,906700008741,headteacher@ashton-sec.glasgow.sch.uk,0141 774 3428,https://www.glasgow.gov.uk/index.aspx?articleid=18220,Inter-denominational,34.0,126,>20%,60 - <65%,18,N,Y,Y,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,264754,667078,55.877809,-4.163393,
5552729,5552729P,Primary,Local Authority,Athelstaneford Primary School,Athelstaneford,North Berwick,EAST LOTHIAN,EH39 5BE,East Lothian,S12000010,S01008262,138029558,athelstaneford.ps@athelstaneford.elcschool.org.uk,01620 880241,http://edubuzz.org/athelstaneford/,Non-denominational,4.0,53,0%,0%,58,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,353501,677293,55.986339,-2.746868,
5249821,5249821P,Primary,Local Authority,Auchenblae School,Auchenblae,Fordoun,KINCARDINESHIRE,AB30 1WQ,Aberdeenshire,S12000034,S01006811,151109682,auchenblae.sch@aberdeenshire.gov.uk,01561 400665,http://www.auchenblae.aberdeenshire.sch.uk/,Non-denominational,7.4,97,*,0%,69,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,372557,778527,56.897267,-2.452115,
5915023,5915023P,Primary,Local Authority,Auchencairn School,Auchencairn,Castle Douglas,,DG7 1QU,Dumfries and Galloway,S12000006,S01007531,137023846,gw08officeauchencair@ea.dumgal.sch.uk,01556 640236,http://www.dumgal.gov.uk/article/15434/Auchencairn-Primary-School,Non-denominational,3.3,31,*,0%,56,N,N,N,7,6,Remote Rural Areas,Remote Rural Areas,7,6,Remote Rural Areas,Remote Rural Areas,279513,551254,54.841566,-3.877732,
8545227,8545227P,Primary,Local Authority,Auchengray Primary School,Auchengray Road,,CARNWATH,ML11 8LN,South Lanarkshire,S12000029,S01012588,484178789,office@auchengray-pri.s-lanark.sch.uk,01501 785245,http://www.auchengray-pri.s-lanark.sch.uk/,Non-denominational,3.7,25,0%,0%,65,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,299613,653962,55.768541,-3.601638,
8216134,8216134S,Secondary,Local Authority,Auchenharvie Academy,Saltcoats Road,,STEVENSTON,KA20 3JW,North Ayrshire,S12000021,S01011268,126060372,auchenharvie@ea.n-ayrshire.sch.uk,01294 605156,http://www.auchenharvieacademy.com/,Non-denominational,59.3,678,0 - <5%,75 - <80%,35,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,225856,641784,55.638322,-4.768279,
8622620,8622620P,Primary,Local Authority,Auchenlodment Primary School,Aspen Place,,JOHNSTONE,PA5 9QQ,Renfrewshire,S12000038,S01012053,123017961,auchenlodmentenquiries@renfrewshire.gov.uk,0300 300 0145,http://www.auchenlodment.renfrewshire.sch.uk/,Non-denominational,11.9,195,*,30 - <35%,36,N,N,N,1,1,Large Urban Areas,Large Urban Areas,1,1,Large Urban Areas,Large Urban Areas,243400,662105,55.826701,-4.501510,
8240620,8240620P,Primary,Local Authority,Auchinleck Primary School,Dalsalloch Road,Auchinleck,,KA18 2BU,East Ayrshire,S12000008,S01007924,127036355,lee.mcphail@eastayrshire.org.uk,01290 420504,https://blogs.glowscotland.org.uk/ea/auchinleckprimaryschoolandecc/,Non-denominational,14.2,171,*,80 - <85%,17,N,Y,Y,3,3,Accessible Small Towns,Accessible Small Towns,3,3,Accessible Small Towns,Accessible Small Towns,254716,622423,55.473992,-4.300040,
8340129,8340129P,Primary,Local Authority,Auchinloch Primary School,Forth Avenue,Auchinloch,KIRKINTILLOCH,G66 5DU,North Lanarkshire,S12000050,S01011702,118136285,ht@auchinloch.n-lanark.sch.uk,01236 794824,http://www.auchinloch.n-lanark.sch.uk/,Non-denominational,9.6,99,5 - <10%,*,63,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,265682,670542,55.909170,-4.150292,
8520224,8520224P,Primary,Local Authority,Auchinraith Primary School,Victoria Street,Blantyre,,G72 0BF,South Lanarkshire,S12000029,S01012760,484163542,office@auchinraith-ps.s-lanark.sch.uk,01698 823286,http://www.auchinraith-pri.s-lanark.sch.uk/,Non-denominational,21.5,290,10 - <20%,65 - <70%,11,Y,N,Y,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,268981,657271,55.790922,-4.091146,
5406439,5406439S,Secondary,Local Authority,Auchmuty High School,Dovecot Road,Glenrothes,,KY7 5JL,Fife,S12000047,S01009574,320314239,Auchmutyhs.enquiries@fife.gov.uk,01592 583401,http://www.fifedirect.org.uk/auchmutyhs,Non-denominational,94.9,1302,0 - <5%,10 - <15%,26,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,328316,700958,56.195811,-3.156801,
5215420,5215420P,Primary,Local Authority,Auchnagatt School,Auchnagatt,Ellon,ABERDEENSHIRE,AB41 8TF,Aberdeenshire,S12000034,S01007061,151108377,auchnagatt.sch@aberdeenshire.gov.uk,01358 281080,http://www.auchnagatt.aberdeenshire.sch.uk/,Non-denominational,4.2,72,*,0%,75,N,N,N,6,5,Accessible Rural Areas,Accessible Rural Areas,6,5,Accessible Rural Areas,Accessible Rural Areas,393313,841868,57.467020,-2.113131,
5225922,5225922P,Primary,Local Authority,Auchterellon School,Millwood Road,Ellon,ABERDEENSHIRE,AB41 9FA,Aberdeenshire,S12000034,S01006968,151085068,auchterellon.sch@aberdeenshire.gov.uk,01358 281095,http://auchterellon.aberdeenshire.sch.uk/,Non-denominational,19.0,334,*,0%,60,N,N,N,2,2,Other Urban Areas,Other Urban Areas,2,2,Other Urban Areas,Other Urban Areas,394583,831107,57.370379,-2.091702,
