School Number,School Name,LA Code,Local Authority,Sector,Governance - see notes,WM Code,Welsh Medium Type - see notes,School Type,Religious Character,Address 1,Address 2,Address 3,Address 4,Postcode,Phone Number,Pupils - see notes,fsm_3yr_pct,pupil_teacher_ratio,attendance_pct,school_budget_per_pupil,capped9_points,literacy_points,numeracy_points,science_points,welsh_bacc_points,estyn_report_url,latitude,longitude
6613004,YSGOL PONT Y GOF,661,Gwynedd,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Botwnnog,Pwllheli,Gwynedd,,LL53 8RA,01758730318,96,,,,,,,,,,,52.849464,-4.586417
6613005,Ysgol Gynradd Maesincla,661,Gwynedd,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Maesincla Caernarfon,Gwynedd,,,LL55 1DF,01286673787,279,,,,,,,,,,,53.1423072,-4.2600612
6613009,Ysgol Y Faenol,661,Gwynedd,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Penrhosgarnedd,Bangor,Gwynedd,,LL57 2NN,01248352162,217,,,,,,,,,,,53.2082018,-4.168845699999999
6613010,YSGOL FOEL GRON,661,Gwynedd,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Mynytho,Pwllheli,Gwynedd,,LL53 7RN,01758740567,34,,,,,,,,,,,52.85093269999999,-4.5219862
6613013,Ysgol Llandygai,661,Gwynedd,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Llandygai,Bangor,Gwynedd,,LL57 4HU,01248352163,97,,,,,,,,,,,53.2170129,-4.0985051
6613018,Ysgol Gynradd Llandwrog,661,Gwynedd,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Llandwrog,Caernarfon,Gwynedd,,LL54 5ST,01286830223,43,,,,,,,,,,,53.1423072,-4.2600612
6613023,Ysgol Gynradd Llanystumdwy,661,Gwynedd,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Llanystumdwy,Criccieth,Gwynedd,,LL52 0SP,01766522961,24,,,,,,,,,,,52.9227333,-4.2725195
6613029,Ysgol Tregarth,661,Gwynedd,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Tregarth,Bangor,Gwynedd,,LL57 4PG,01248600735,118,,,,,,,,,,,53.1902505,-4.0869732
6613030,Ysgol Cae Top,661,Gwynedd,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Ffordd Eithinog,Bangor,Gwynedd,,LL57 2GZ,01248352325,235,,,,,,,,,,,53.2186745,-4.153152
6613300,Ysgol Santes Helen,661,Gwynedd,Primary,Voluntary aided,WM,Welsh medium,"Nursery, Infants & Juniors",Roman Catholic,Twtil,Caernarfon,Gwynedd,,LL55 1PF,01286674856,39,,,,,,,,,,,53.1428954,-4.269590099999999
6613301,Ysgol Ein Harglwyddes,661,Gwynedd,Primary,Voluntary aided,EW,English with significant Welsh,"Nursery, Infants & Juniors",Roman Catholic,Caernarfon Road,Bangor,Gwynedd,,LL57 2UT,01248352463,159,,,,,,,,,,,53.2216977,-4.1346299
6614002,Ysgol Dyffryn Ogwen Bethesda,661,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-19),---,Ffordd Coetmor,Bethesda,Gwynedd,,LL57 3NN,01248600291,367,,,,,,,,,,,53.1827087,-4.0648813
6614003,Ysgol Botwnnog,661,Gwynedd,Secondary,Community,WM,Welsh medium,Secondary (ages 11-16),---,Botwnnog,Llyn,Gwynedd,,LL53 8PY,01758730220,491,,,,,,,,,,,52.8529026,-4.5821299
6614004,Ysgol Brynrefail,661,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-19),---,Llanrug,Caernarfon,Gwynedd,,LL55 4AD,01286672381,775,,,,,,,,,,,53.1504895,-4.1913854
6614007,Ysgol Dyffryn Nantlle,661,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-19),---,Ffordd Y Brenin,Penygroes,Gwynedd,,LL54 6AA,01286880345,393,,,,,,,,,,,53.0544007,-4.2783821
6614009,YSGOL EIFIONYDD,661,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-16),---,Porthmadog,Gwynedd,,,LL49 9HS,01766512114,362,,,,,,,,,,,52.93188019999999,-4.1311371
6614031,Ysgol Y Moelwyn,661,Gwynedd,Secondary,Community,WM,Welsh medium,Secondary (ages 11-16),---,Heol Wynne,Blaenau Ffestiniog,Gwynedd,,LL41 3DW,01766830435,355,,,,,,,,,,,52.9920793,-3.9380914
6614032,YSGOL UWCHRADD TYWYN,661,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-16),---,Station Road,Tywyn,Gwynedd,,LL36 9EU,01654710256,393,,,,,,,,,,,52.5847129,-4.0895428
6614034,Ysgol Ardudwy,661,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-16),---,Ffordd y Traeth,Harlech,Gwynedd,,LL46 2UH,01766780331,334,,,,,,,,,,,52.861912,-4.111530999999999
6614036,Ysgol Friars,661,Gwynedd,Secondary,Community,EW,English with significant Welsh,Secondary (ages 11-19),---,Lon y Bryn,Bangor,Gwynedd,,LL57 2LN,01248364905,1413,,,,,,,,,,,53.22307199999999,-4.143603
6614037,Ysgol Tryfan,661,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-19),---,Lon Powys,Bangor,Gwynedd,,LL57 2TY,01248352633,534,,,,,,,,,,,53.2200921,-4.1449278
6614039,Ysgol Syr Hugh Owen,661,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-19),---,Bethel Road,Caernarfon,Gwynedd,,LL55 1HW,01286673076,918,,,,,,,,,,,53.1462391,-4.2632628
6614040,Ysgol Glan y Mor,661,Gwynedd,Secondary,Community,AB,Bilingual (Type A),Secondary (ages 11-16),---,Ffordd Caerdydd,Pwllheli,Gwynedd,,LL53 5NU,01758701244,469,,,,,,,,,,,52.8819147,-4.422526899999999
6615500,Bro Idris,661,Gwynedd,Middle,Community,AB,Bilingual (Type A),Middle (ages 3-16),---,Dolgellau,,,Gwynedd,LL40 1HY,01341424949,572,,,,,,,,,,,52.7413649,-3.8798256
6615501,YSGOL Godre'r Berwyn,661,Gwynedd,Middle,Community,WM,Welsh medium,Middle (ages 3-19),---,Heol Ffrydan,,,Bala,LL23 7RU,01678520259,569,,,,,,,,,,,52.9131535,-3.597742199999999
6617002,Ysgol Pendalar,661,Gwynedd,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Ffordd Bethel,Caernarfon,Gwynedd,,LL55 1DU,01286672141,107,,,,,,,,,,,53.14912880000001,-4.258925899999999
6617010,Ysgol Hafod Lon,661,Gwynedd,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Parc Busnes Eryri, Penrhyndeudraeth,Gwynedd,,LL48 6LD,01766772140,113,,,,,,,,,,,52.9241211,-4.0804111
6622012,Ysgol Betws y Coed,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Bro Gethun,Betws-Y-Coed,Conwy,,LL24 0BP,01690710581,18,,,,,,,,,,,53.09263809999999,-3.8187165
6622023,Ysgol Capelulo,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Ffordd Treforus,Dwygyfylchi,Penmaenmawr,Conwy,LL34 6RA,01492622693,142,,,,,,,,,,,53.27450899999999,-3.903711899999999
6622038,Ysgol Deganwy,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Park Drive,Deganwy,Conwy,,LL31 9YB,01492574600,336,,,,,,,,,,,53.2926243,-3.8214292
6622043,Ysgol Dolwyddelan,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Dolwyddelan,,,,LL25 0SZ,01690750293,28,,,,,,,,,,,53.0519539,-3.884991
6622044,Ysgol Ffordd Dyffryn,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Ffordd Dyffryn,Llandudno,Conwy,,LL30 2LZ,01492878907,169,,,,,,,,,,,53.3170709,-3.8350137
6622053,Ysgol Glanwydden,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Ffordd Derwen,Bae Penrhyn,Llandudno,Conwy,LL30 3LB,01492540798,311,,,,,,,,,,,53.31067669999999,-3.7789234
6622061,Ysgol Tudno,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Trinity Avenue,Llandudno,,,LL30 2SJ,01492875252,180,,,,,,,,,,,53.3198891,-3.830810699999999
6622063,Ysgol Morfa Rhianedd,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Cwm,Llandudno,Conwy,,LL30 1EG,01492577150,153,,,,,,,,,,,53.3166384,-3.8261903
6622086,Ysgol Penmachno,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Penmachno,Betws-Y-Coed,Conwy,,LL24 0PT,01690760394,43,,,,,,,,,,,53.0407173,-3.8016055
6622103,Ysgol Llandrillo yn Rhos,662,Conwy,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Elwy Road,Llandrillo Yn Rhos,Colwyn Bay,,LL28 4LX,01492549648,440,,,,,,,,,,,53.3112045,-3.7495075
6622104,Ysgol Talhaiarn,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Llanfair Talhaiarn,Abergele,Conwy,,LL22 8SD,01745720242,46,,,,,,,,,,,53.2172214,-3.610275
6622106,Ysgol Babanod Mochdre,662,Conwy,Primary,Community,EM,English medium,Nursery & Infants,---,Station Road,Mochdre,Conwy,,LL28 5EF,01492540194,49,,,,,,,,,,,53.2919974,-3.765914
6622108,Ysgol  T. Gwynn Jones,662,Conwy,Primary,Community,EM,English medium,Nursery & Infants,---,Llanelian Road,Old Colwyn,Colwyn Bay,,LL29 9UA,01492516594,197,,,,,,,,,,,53.2881669,-3.7026782
6622110,Ysgol Maes Owen,662,Conwy,Primary,Community,EM,English medium,Juniors,---,Morfa Avenue,Foryd,Rhyl,,LL18 5LE,01745353721,208,,,,,,,,,,,53.3046875,-3.5251998
6622111,Ysgol Glan Gele,662,Conwy,Primary,Community,EM,English medium,Nursery & Infants,---,Ffordd y Morfa,Abergele,Conwy,,LL22 7NU,01745823584,282,,,,,,,,,,,53.2874021,-3.5750802
6622112,Ysgol Glan Morfa,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd y Morfa,Abergele,Conwy,,LL22 7NU,01745832922,251,,,,,,,,,,,53.2874021,-3.5750802
6622114,Ysgol Bod Alaw,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Abergele Road,Colwyn Bay,,,LL29 7ST,01492530420,324,,,,,,,,,,,53.2881314,-3.7190548
6622115,Ysgol Pant y Rhedyn,662,Conwy,Primary,Community,EW,English with significant Welsh,Juniors,---,Ffordd Penmaenmawr,Llanfairfechan,Conwy,,LL33 0PA,01248680642,128,,,,,,,,,,,53.2581907,-3.9739449
6622118,Ysgol Y Foryd,662,Conwy,Primary,Community,EM,English medium,Nursery & Infants,---,Morfa Avenue,Foryd,Conwy,,LL18 5LE,01745351892,208,,,,,,,,,,,53.3046222,-3.5244014
6622121,Ysgol Craig y Don,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Clarence Drive,Craig Y Don,Llandudno,Conwy,LL30 1TR,01492878906,304,,,,,,,,,,,53.318042,-3.814528
6622123,Ysgol Cerrigydrudion,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Yr Alwen,Cerrigydrudion,Corwen,,LL21 9SW,01490420328,86,,,,,,,,,,,53.0269246,-3.5603629
6622132,"Ysgol Bro Aled, Llansannan",662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llansannan,Dinbych,Conwy,,LL16 5HN,01745870660,64,,,,,,,,,,,53.17832749999999,-3.6003332
6622148,Ysgol Gynradd Bro Cernyw,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Llangernyw,Abergele,Conwy,,LL22 8PP,01745860238,106,,,,,,,,,,,53.1906276,-3.6849805
6622221,Ysgol Sant Elfod,662,Conwy,Primary,Community,EM,English medium,Juniors,---,Ffordd Y Morfa,Abergele,Conwy,,LL22 7NU,01745832007,288,,,,,,,,,,,53.2876542,-3.5760156
6622222,Ysgol Capel Garmon,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Capel Garmon,Llanrwst,Conwy,,LL26 0RL,01690710287,18,,,,,,,,,,,53.0837192,-3.7699875
6622225,Ysgol Glan Conwy,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Ffordd Top Llan,Glan Conwy,Conwy,,LL28 5NA,01492580421,122,,,,,,,,,,,53.2676868,-3.794380499999999
6622264,Ysgol Cynfran,662,Conwy,Primary,Community,EW,English with significant Welsh,"Nursery, Infants & Juniors",---,Dolwen Road,Llysfaen,Colwyn Bay,Conwy,LL29 8SS,01492517326,177,,,,,,,,,,,53.2816631,-3.6571813
6622267,Ysgol Iau Hen Golwyn,662,Conwy,Primary,Community,EM,English medium,Juniors,---,Church Walks,Old Colwyn,Conwy,,LL29 9RU,01492516258,205,,,,,,,,,,,53.2899452,-3.7028522
6622269,Ysgol Cystennin,662,Conwy,Primary,Community,EM,English medium,Juniors,---,The Old Highway,Mochdre,Colwyn Bay,Conwy,LL28 5AU,01492540068,67,,,,,,,,,,,53.2905443,-3.7601022
6622270,Ysgol Pentrefoelas,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Pentrefoelas,Betws Y Coed,Conwy,,LL24 0LE,01690770226,42,,,,,,,,,,,53.0472338,-3.6813739
6622271,Ysgol Bro Gwydir,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Heol Watling,Llanrwst,,,LL26 0EY,01492640342,331,,,,,,,,,,,53.1373982,-3.795395999999999
6622272,Ysgol Nant Y Groes,662,Conwy,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Greenfield Road,Colwyn Bay,Conwy,,LL29 8ET,01492577010,250,,,,,,,,,,,53.2938176,-3.7175695
6622273,Ysgol Swn Y Don,662,Conwy,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Penmaenrhos,Swn Y Don,Colwyn Bay,Conwy,LL29 9LL,01492577290,124,,,,,,,,,,,53.2872893,-3.6791985
6622274,Ysgol Awel y Mynydd,662,Conwy,Primary,Community,DS,Dual Stream,"Nursery, Infants & Juniors",---,Sarn Mynach,Llandudno Junction,Conwy,,LL31 9RT,01492577100,397,,,,,,,,,,,53.2861223,-3.7924005
6622275,Ysgol Dyffryn Yr Enfys,662,Conwy,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Llanrwst,,Dolgarrog,Conwy,LL32 8QE,01492660216,109,,,,,,,,,,,53.194607,-3.8434816
6623020,Ysgol Babanod Llanfairfechan,662,Conwy,Primary,Voluntary controlled,EW,English with significant Welsh,Nursery & Infants,Church in Wales,Ffordd Y Pentref,Llanfairfechan,Conwy,,LL33 0AA,01248680289,111,,,,,,,,,,,53.2527126,-3.9759636
6623021,Ysgol Llangelynnin,662,Conwy,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Henryd,Conwy,,,LL32 8YB,01492592898,79,,,,,,,,,,,53.25554899999999,-3.845116
6623024,Ysgol Pencae,662,Conwy,Primary,Voluntary aided,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Ffordd Graiglwyd,Penmaenmawr,,,LL34 6YG,01492622219,150,,,,,,,,,,,53.269453,-3.9144142
6623032,Ysgol Ysbyty Ifan,662,Conwy,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Ysbyty Ifan,Betws Y Coed,Conwy,,LL24 0NY,01690770645,18,,,,,,,,,,,53.022409,-3.729895
6623038,Ysgol St. George,662,Conwy,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Primrose Hill,St George,Abergele,Conwy,LL22 9BU,01745833213,68,,,,,,,,,,,53.2874021,-3.5750802
6623039,Ysgol Llanddoged,662,Conwy,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Llanddoged,Llanrwst,Conwy,,LL26 0BJ,01492640363,40,,,,,,,,,,,53.15721079999999,-3.7857709
6623040,Ysgol Eglwysbach,662,Conwy,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Eglwysbach,Bae Colwyn,Conwy,,LL28 5UD,01492650463,61,,,,,,,,,,,53.2155437,-3.793161699999999
6623043,Ysgol Porth Y Felin,662,Conwy,Primary,Voluntary controlled,EW,English with significant Welsh,"Nursery, Infants & Juniors",Church in Wales,Ffordd Llanrwst,Conwy,,,LL32 8FZ,01492572220,321,,,,,,,,,,,53.2782889,-3.8330215
6623059,Ysgol Llanddulas,662,Conwy,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Minffordd Road,Llanddulas,Abergele,Conwy,LL22 8EW,01492516865,148,,,,,,,,,,,53.2886603,-3.6437685
6623062,Ysgol Betws yn Rhos,662,Conwy,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",Church in Wales,Betws Yn Rhos,Abergele,,,LL22 8AW,01492680603,68,,,,,,,,,,,53.2481491,-3.6410397
6623302,Ysgol Bodafon,662,Conwy,Primary,Voluntary aided,EW,English with significant Welsh,"Nursery, Infants & Juniors",Church in Wales,Ffordd Bodafon,Llandudno,Conwy,,LL30 3BA,01492547996,85,,,,,,,,,,,53.3154573,-3.8256418
6623303,Ysgol Bendigaid William Davies,662,Conwy,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Bodnant Crescent,Llandudno,Conwy,,LL30 1LL,01492875930,132,,,,,,,,,,,53.3123208,-3.8214011
6623307,Ysgol  San Sior,662,Conwy,Primary,Voluntary aided,EW,English with significant Welsh,"Nursery, Infants & Juniors",Church in Wales,Church Walks,Llandudno,Conwy,,LL30 2HL,01492878149,240,,,,,,,,,,,53.32394300000001,-3.839957
6623333,Ysgol Sant Joseph,662,Conwy,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Brackley Avenue,Colwyn Bay,,,LL29 7UU,01492532394,238,,,,,,,,,,,53.2970392,-3.734495599999999
6623340,Ysgol y Plas,662,Conwy,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Llanelian,Old Colwyn,Conwy,,LL29 8YY,01492680601,74,,,,,,,,,,,53.2650818,-3.6831222
6624022,Ysgol John Bright,662,Conwy,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Maesdu Road,Llandudno,,,LL30 1LF,01492864200,1118,,,,,,,,,,,53.3154654,-3.825643799999999
6624023,Ysgol Aberconwy,662,Conwy,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Morfa Drive,Conwy,,,LL32 8ED,01492593243,1065,,,,,,,,,,,53.28653,-3.837935
6624035,YSGOL DYFFRYN CONWY,662,Conwy,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Nebo Road,Llanrwst,,,LL26 0SD,01492642800,647,,,,,,,,,,,53.1340976,-3.7841494
6624038,YSGOL Y CREUDDYN,662,Conwy,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Ffordd Dderwen,Bae Penrhyn,Llandudno,,LL30 3LB,01492544344,673,,,,,,,,,,,53.3115239,-3.7787931
6625201,Ysgol Pen Y Bryn,662,Conwy,Primary,Foundation,EM,English medium,"Nursery, Infants & Juniors",---,Wentworth Avenue,Colwyn Bay,,,LL29 6DD,01492531260,448,,,,,,,,,,,53.28781919999999,-3.738703199999999
6625400,Ysgol Emrys ap Iwan,662,Conwy,Secondary,Foundation,EM,English medium,Secondary (ages 11-19),---,Faenol Avenue,Abergele,Conwy,,LL22 7HE,01745832287,962,,,,,,,,,,,53.2850256,-3.5775663
6625402,Eirias High School,662,Conwy,Secondary,Foundation,EM,English medium,Secondary (ages 11-19),---,Eirias Road,Colwyn Bay,,,LL29 7SP,01492532025,1225,,,,,,,,,,,53.2909854,-3.7172893
6625403,Ysgol Bryn Elian,662,Conwy,Secondary,Foundation,EM,English medium,Secondary (ages 11-19),---,Windsor Drive,Colwyn Bay,Conwy,,LL29 8HU,01492518215,1022,,,,,,,,,,,53.2856971,-3.7051074
6627007,Ysgol Y Gogarth,662,Conwy,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Nant y Gamar Road,Craig Y Don,Llandudno,,LL30 1YE,01492860077,270,,,,,,,,,,,53.3206911,-3.8032497
6632011,Ysgol Hiraddug,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Thomas Avenue,Dyserth,Rhyl,Denbighshire,LL18 6AN,01745570467,215,,,,,,,,,,,53.2986474,-3.4129446
6632037,Ysgol Y Castell CP,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hylas Lane,Rhuddlan,Denbighshire,,LL18 5AG,01745590545,221,,,,,,,,,,,53.2890594,-3.4624048
6632038,Christ Church Primary School,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ernest Street,Rhyl,Denbighshire,,LL18 2DS,01745353982,434,,,,,,,,,,,53.3164159,-3.4861981
6632039,Ysgol Llywelyn,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Trellewelyn Road,Rhyl,Denbighshire,,LL18 4EU,01745353392,700,,,,,,,,,,,53.3145805,-3.4690457
6632057,Ysgol y Faenol,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,John's Drive,Bodelwyddan,Nr. Rhyl,Denbighshire,LL18 5TG,01745583370,144,,,,,,,,,,,53.2695452,-3.5097776
6632059,Ysgol Penmorfa CP,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Dawson Drive,Prestatyn,Denbighshire,,LL19 8SY,01745852757,395,,,,,,,,,,,53.33004649999999,-3.4088584
6632060,Ysgol Emmanuel,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Victoria Road,Rhyl,Denbighshire,,LL18 2EG,01745353447,455,,,,,,,,,,,53.3161845,-3.4830268
6632066,Ysgol Dewi Sant,663,Denbighshire,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Ffordd Rhuddlan,Rhyl,Denbighshire,,LL18 2RE,01745351355,410,,,,,,,,,,,53.30870359999999,-3.4714612
6632067,Ysgol Melyd,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ffordd Pennant,Meliden,Prestatyn,Denbighshire,LL19 8PE,01745852782,153,,,,,,,,,,,53.3162365,-3.4151387
6632070,Ysgol Bodfari,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bodfari,Denbighshire,,,LL16 4DA,01745710329,40,,,,,,,,,,,53.2193779,-3.3622335
6632072,Ysgol Bryn Hedydd,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Spruce Avenue,Tynewydd Road,Rhyl,Denbighshire,LL18 3SU,01745351676,474,,,,,,,,,,,53.3256125,-3.467883
6632124,Ysgol Cefn Meiriadog,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Groesffordd Marli,Marli,St Asaph,Denbighshire,LL22 9DS,01745582224,56,,,,,,,,,,,53.2485936,-3.4997994
6632125,Frongoch Juniors,663,Denbighshire,Primary,Community,EM,English medium,Juniors,---,Rhyl Road,Denbigh,Denbighshire,,LL16 3DP,01745812410,212,,,,,,,,,,,53.1894222,-3.4091807
6632127,Ysgol Gymraeg Henllan,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Dinbych,Henllan,Dinbych,Sir Ddinbych,LL16 5AW,01745812959,70,,,,,,,,,,,53.20085839999999,-3.4584745
6632134,Ysgol Twm o'r Nant,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Rhyl,Dinbych,,,LL16 3DP,01745812261,323,,,,,,,,,,,53.188399,-3.4088976
6632135,Ysgol Bryn Clwyd,663,Denbighshire,Primary,Community,TR,Transitional,"Nursery, Infants & Juniors",---,Llandyrnog,Sir Ddinbych,,,LL16 4HG,01824790324,48,,,,,,,,,,,53.1771968,-3.3367462
6632136,Ysgol Y Parc,663,Denbighshire,Primary,Community,EM,English medium,Nursery & Infants,---,Ruthin Road,Denbigh,,,LL16 3ER,01745812989,171,,,,,,,,,,,53.1865757,-3.4067083
6632164,Ysgol Gellifor,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Gellifor,Ruthin,Denbighshire,,LL15 1SB,01824790387,39,,,,,,,,,,,53.1525228,-3.3148446
6632168,Ysgol Pentrecelyn,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Pentrecelyn,Ruthun,Sir Ddinbych,,LL15 2HG,01978790288,21,,,,,,,,,,,53.0669847,-3.2729481
6632214,Ysgol Betws Gwerful Goch,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Betws Gwerfil Goch,Corwen,Denbighshire,,LL21 9PY,01490460315,21,,,,,,,,,,,53.0096072,-3.4451315
6632215,Ysgol Carrog,663,Denbighshire,Primary,Community,TR,Transitional,"Nursery, Infants & Juniors",---,Carrog,Nr Corwen,Denbighshire,,LL21 9AN,01490430262,32,,,,,,,,,,,52.98255,-3.3249394
6632216,Ysgol Caer Drewyn,663,Denbighshire,Primary,Community,TR,Transitional,"Nursery, Infants & Juniors",---,Clawdd Poncen,Corwen,Denbighshire,,LL21 9RT,01490412418,92,,,,,,,,,,,52.9898756,-3.3798206
6632219,Ysgol Bro Elwern,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Gwyddelwern,Corwen,Sir Ddinbych,,LL21 9DF,01490412332,70,,,,,,,,,,,53.00833859999999,-3.3803296
6632227,Ysgol Y Llys,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Rhodfa'r Tywysog,Prestatyn,Denbighshire,,LL19 8RP,01745853019,350,,,,,,,,,,,53.3253753,-3.4123288
6632234,Ysgol Bryn Collen,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pengwern,Llangollen,Denbighshire,,LL20 8AR,01978861125,169,,,,,,,,,,,52.9626633,-3.1614725
6632255,Rhos Street CP School,663,Denbighshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ffordd Glasdir,Ruthin,Denbighshire,,LL15 1QQ,01824702565,224,,,,,,,,,,,53.1145551,-3.3029987
6632256,Ysgol Pen Barras,663,Denbighshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ffordd Glasdir,North Link Road,Ruthun,Sir Ddinbych,LL15 1QQ,01824704129,297,,,,,,,,,,,53.1166419,-3.3219916
